t (s),<greek>x</greek><sub>1</sub> (m),<greek>x</greek><sub>2</sub> (m),<greek>x</greek><sub>3</sub> (m),<greek>x</greek><sub>4</sub> (deg),<greek>x</greek><sub>5</sub> (deg),<greek>x</greek><sub>6</sub> (deg)
1.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
2.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
3.000000E-01,-1.440978E-08,1.513694E-09,-2.160036E-08,9.652666E-10,-5.053484E-08,5.689499E-09
4.000000E-01,-7.328072E-08,8.994864E-09,-1.129113E-07,5.387259E-09,-2.616635E-07,3.010362E-08
5.000000E-01,-2.222643E-07,3.075488E-08,-3.501871E-07,1.805775E-08,-8.030454E-07,9.442681E-08
6.000000E-01,-5.242187E-07,8.070979E-08,-8.445540E-07,4.743596E-08,-1.913835E-06,2.299848E-07
7.000000E-01,-1.049618E-06,1.787751E-07,-1.731760E-06,1.066646E-07,-3.871166E-06,4.755883E-07
8.000000E-01,-1.873808E-06,3.517817E-07,-3.171708E-06,2.152160E-07,-6.980421E-06,8.773134E-07
9.000000E-01,-3.071685E-06,6.340886E-07,-5.345643E-06,4.005022E-07,-1.155869E-05,1.487118E-06
1.000000E+00,-4.712502E-06,1.068126E-06,-8.452991E-06,6.994213E-07,-1.791611E-05,2.361332E-06
1.100000E+00,-6.853879E-06,1.704760E-06,-1.270827E-05,1.159660E-06,-2.633584E-05,3.558637E-06
1.200000E+00,-9.535476E-06,2.603502E-06,-1.833807E-05,1.840603E-06,-3.705251E-05,5.137708E-06
1.300000E+00,-1.277218E-05,3.832540E-06,-2.557836E-05,2.813696E-06,-5.022965E-05,7.154472E-06
1.400000E+00,-1.654687E-05,5.468566E-06,-3.467232E-05,4.162144E-06,-6.593603E-05,9.659008E-06
1.500000E+00,-2.080287E-05,7.596394E-06,-4.586907E-05,5.979845E-06,-8.412145E-05,1.269212E-05
1.600000E+00,-2.543595E-05,1.030835E-05,-5.942335E-05,8.369508E-06,-1.045922E-04,1.628165E-05
1.700000E+00,-3.028633E-05,1.370343E-05,-7.559667E-05,1.143996E-05,-1.269863E-04,2.043853E-05
1.800000E+00,-3.513043E-05,1.788619E-05,-9.465991E-05,1.530266E-05,-1.507497E-04,2.515271E-05
1.900000E+00,-3.967282E-05,2.296548E-05,-1.168979E-04,2.006757E-05,-1.751124E-04,3.038908E-05
2.000000E+00,-4.353846E-05,2.905281E-05,-1.426159E-04,2.583843E-05,-1.990673E-04,3.608335E-05
2.100000E+00,-4.626542E-05,3.626068E-05,-1.721483E-04,3.270778E-05,-2.213498E-04,4.213814E-05
2.200000E+00,-4.729845E-05,4.470057E-05,-2.058696E-04,4.075178E-05,-2.404211E-04,4.841939E-05
2.300000E+00,-4.598355E-05,5.448086E-05,-2.442069E-04,5.002524E-05,-2.544550E-04,5.475314E-05
2.400000E+00,-4.156398E-05,6.570464E-05,-2.876557E-04,6.055696E-05,-2.613284E-04,6.092291E-05
2.500000E+00,-3.317784E-05,7.846741E-05,-3.367961E-04,7.234579E-05,-2.586181E-04,6.666771E-05
2.600000E+00,-1.985767E-05,9.285478E-05,-3.923108E-04,8.535752E-05,-2.436033E-04,7.168095E-05
2.700000E+00,-5.322384E-07,1.089402E-04,-4.550044E-04,9.952290E-05,-2.132753E-04,7.561023E-05
2.800000E+00,2.596912E-05,1.267828E-04,-5.258220E-04,1.147368E-04,-1.643556E-04,7.805818E-05
2.900000E+00,6.090954E-05,1.464251E-04,-6.058681E-04,1.308589E-04,-9.332288E-05,7.858443E-05
3.000000E+00,1.056347E-04,1.678917E-04,-6.964233E-04,1.477154E-04,3.550768E-06,7.670878E-05
3.100000E+00,1.615601E-04,1.911867E-04,-7.989600E-04,1.651022E-04,1.301527E-04,7.191558E-05
3.200000E+00,2.301548E-04,2.162932E-04,-9.151532E-04,1.827894E-04,2.904723E-04,6.365931E-05
3.300000E+00,3.129230E-04,2.431715E-04,-1.046889E-03,2.005260E-04,4.885331E-04,5.137141E-05
3.400000E+00,4.113816E-04,2.717584E-04,-1.196268E-03,2.180467E-04,7.283137E-04,3.446816E-05
