t (s),<greek>x</greek><sub>1</sub> (m),<greek>x</greek><sub>2</sub> (m),<greek>x</greek><sub>3</sub> (m),<greek>x</greek><sub>4</sub> (deg),<greek>x</greek><sub>5</sub> (deg),<greek>x</greek><sub>6</sub> (deg)
1.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
2.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
3.000000E-01,-5.266391E-09,6.696102E-09,-3.166343E-08,1.665230E-08,-1.910035E-08,7.701174E-09
4.000000E-01,-2.748894E-08,3.862129E-08,-1.654425E-07,9.127434E-08,-1.014144E-07,3.980047E-08
5.000000E-01,-8.492789E-08,1.295310E-07,-5.126041E-07,2.931886E-07,-3.168510E-07,1.225584E-07
6.000000E-01,-2.033320E-07,3.348483E-07,-1.234987E-06,7.278401E-07,-7.662048E-07,2.935224E-07
7.000000E-01,-4.122841E-07,7.323327E-07,-2.530145E-06,1.529881E-06,-1.569230E-06,5.971912E-07
8.000000E-01,-7.436739E-07,1.425151E-06,-4.631426E-06,2.861348E-06,-2.859630E-06,1.084142E-06
9.000000E-01,-1.229007E-06,2.543505E-06,-7.805352E-06,4.906196E-06,-4.776924E-06,1.808574E-06
1.000000E+00,-1.896591E-06,4.245896E-06,-1.234908E-05,7.862818E-06,-7.456948E-06,2.825708E-06
1.100000E+00,-2.768339E-06,6.719549E-06,-1.858832E-05,1.193463E-05,-1.102158E-05,4.188493E-06
1.200000E+00,-3.856475E-06,1.018019E-05,-2.687543E-05,1.731898E-05,-1.556790E-05,5.943884E-06
1.300000E+00,-5.160199E-06,1.487109E-05,-3.758761E-05,2.419486E-05,-2.115721E-05,8.128633E-06
1.400000E+00,-6.662457E-06,2.106142E-05,-5.112496E-05,3.270963E-05,-2.780442E-05,1.076466E-05
1.500000E+00,-8.326987E-06,2.904389E-05,-6.790832E-05,4.296547E-05,-3.546797E-05,1.385409E-05
1.600000E+00,-1.009576E-05,3.913181E-05,-8.837666E-05,5.500597E-05,-4.404102E-05,1.737406E-05
1.700000E+00,-1.188700E-05,5.165551E-05,-1.129839E-04,6.880348E-05,-5.334402E-05,2.127137E-05
1.800000E+00,-1.359389E-05,6.695818E-05,-1.421949E-04,8.424779E-05,-6.311913E-05,2.545727E-05
1.900000E+00,-1.508419E-05,8.539130E-05,-1.764808E-04,1.011368E-04,-7.302679E-05,2.980236E-05
2.000000E+00,-1.620070E-05,1.073095E-04,-2.163137E-04,1.191695E-04,-8.264477E-05,3.413195E-05
2.100000E+00,-1.676294E-05,1.330653E-04,-2.621601E-04,1.379421E-04,-9.146977E-05,3.822194E-05
2.200000E+00,-1.656984E-05,1.630032E-04,-3.144739E-04,1.569477E-04,-9.892190E-05,4.179555E-05
2.300000E+00,-1.540370E-05,1.974536E-04,-3.736888E-04,1.755787E-04,-1.043522E-04,4.452091E-05
2.400000E+00,-1.303521E-05,2.367271E-04,-4.402097E-04,1.931345E-04,-1.070529E-04,4.600987E-05
2.500000E+00,-9.229837E-06,2.811074E-04,-5.144042E-04,2.088323E-04,-1.062718E-04,4.581802E-05
2.600000E+00,-3.755116E-06,3.308459E-04,-5.965932E-04,2.218214E-04,-1.012284E-04,4.344622E-05
2.700000E+00,3.610859E-06,3.861543E-04,-6.870412E-04,2.312016E-04,-9.113475E-05,3.834348E-05
2.800000E+00,1.307012E-05,4.471994E-04,-7.859468E-04,2.360450E-04,-7.521857E-05,2.991152E-05
2.900000E+00,2.479469E-05,5.140961E-04,-8.934323E-04,2.354192E-04,-5.275036E-05,1.751076E-05
3.000000E+00,3.891590E-05,5.869020E-04,-1.009533E-03,2.284136E-04,-2.307319E-05,4.678766E-07
3.100000E+00,5.551325E-05,6.656118E-04,-1.134189E-03,2.141653E-04,1.436426E-05,-2.191534E-05
3.200000E+00,7.460317E-05,7.501521E-04,-1.267231E-03,1.918867E-04,5.997198E-05,-5.035194E-05
3.300000E+00,9.612789E-05,8.403766E-04,-1.408372E-03,1.608902E-04,1.139805E-04,-8.555874E-05
3.400000E+00,1.199447E-04,9.360620E-04,-1.557198E-03,1.206123E-04,1.764011E-04,-1.282447E-04
