t (s),<greek>z</greek> (m)
1.000000E-01,0.000000E+00
2.000000E-01,-1.693411E-05
3.000000E-01,-6.758370E-05
4.000000E-01,-1.493141E-04
5.000000E-01,-2.564413E-04
6.000000E-01,-3.805872E-04
7.000000E-01,-5.112062E-04
8.000000E-01,-6.362597E-04
9.000000E-01,-7.430169E-04
1.000000E+00,-8.189537E-04
1.100000E+00,-8.527167E-04
1.200000E+00,-8.351063E-04
1.300000E+00,-7.600161E-04
1.400000E+00,-6.252519E-04
1.500000E+00,-4.331386E-04
1.600000E+00,-1.908224E-04
1.700000E+00,8.981825E-05
1.800000E+00,3.927098E-04
1.900000E+00,6.985877E-04
2.000000E+00,9.864314E-04
2.100000E+00,1.235234E-03
2.200000E+00,1.425957E-03
2.300000E+00,1.543464E-03
2.400000E+00,1.578223E-03
2.500000E+00,1.527561E-03
2.600000E+00,1.396279E-03
2.700000E+00,1.196540E-03
2.800000E+00,9.469869E-04
2.900000E+00,6.711801E-04
3.000000E+00,3.955181E-04
3.100000E+00,1.468953E-04
3.200000E+00,-4.961792E-05
3.300000E+00,-1.727854E-04
3.400000E+00,-2.066601E-04
3.500000E+00,-1.413276E-04
3.600000E+00,2.710601E-05
3.700000E+00,2.972026E-04
3.800000E+00,6.633644E-04
3.900000E+00,1.117214E-03
4.000000E+00,1.648869E-03
4.100000E+00,2.247821E-03
4.200000E+00,2.903205E-03
4.300000E+00,3.603351E-03
4.400000E+00,4.334679E-03
4.500000E+00,5.080140E-03
4.600000E+00,5.817498E-03
4.700000E+00,6.517863E-03
4.800000E+00,7.144861E-03
4.900000E+00,7.654743E-03
5.000000E+00,7.997631E-03
5.100000E+00,8.119890E-03
5.200000E+00,7.967404E-03
5.300000E+00,7.489389E-03
5.400000E+00,6.642221E-03
5.500000E+00,5.392712E-03
5.600000E+00,3.720363E-03
5.700000E+00,1.618226E-03
5.800000E+00,-9.077016E-04
5.900000E+00,-3.840410E-03
6.000000E+00,-7.154669E-03
6.100000E+00,-1.082005E-02
6.200000E+00,-1.480339E-02
6.300000E+00,-1.907005E-02
6.400000E+00,-2.358327E-02
6.500000E+00,-2.830164E-02
6.600000E+00,-3.317455E-02
6.700000E+00,-3.813657E-02
6.800000E+00,-4.310155E-02
6.900000E+00,-4.795784E-02
7.000000E+00,-5.256591E-02
7.100000E+00,-5.675972E-02
7.200000E+00,-6.035259E-02
7.300000E+00,-6.314776E-02
7.400000E+00,-6.495330E-02
7.500000E+00,-6.559999E-02
7.600000E+00,-6.496030E-02
7.700000E+00,-6.296610E-02
7.800000E+00,-5.962245E-02
7.900000E+00,-5.501517E-02
8.000000E+00,-4.931037E-02
8.100000E+00,-4.274507E-02
8.200000E+00,-3.560905E-02
8.300000E+00,-2.821942E-02
8.400000E+00,-2.089060E-02
8.500000E+00,-1.390284E-02
8.600000E+00,-7.473397E-03
8.700000E+00,-1.734051E-03
8.800000E+00,3.281872E-03
8.900000E+00,7.640838E-03
9.000000E+00,1.149819E-02
9.100000E+00,1.507600E-02
9.200000E+00,1.863225E-02
9.300000E+00,2.242525E-02
9.400000E+00,2.667796E-02
9.500000E+00,3.154712E-02
9.600000E+00,3.710143E-02
9.700000E+00,4.331206E-02
9.800000E+00,5.005689E-02
9.900000E+00,5.713803E-02
1.000000E+01,6.431013E-02
1.010000E+01,7.131546E-02
1.020000E+01,7.792034E-02
1.030000E+01,8.394744E-02
1.040000E+01,8.929873E-02
1.050000E+01,9.396520E-02
1.060000E+01,9.802133E-02
1.070000E+01,1.016047E-01
1.080000E+01,1.048837E-01
1.090000E+01,1.080170E-01
1.100000E+01,1.111134E-01
1.110000E+01,1.141954E-01
1.120000E+01,1.171766E-01
1.130000E+01,1.198541E-01
1.140000E+01,1.219223E-01
1.150000E+01,1.230040E-01
1.160000E+01,1.226989E-01
1.170000E+01,1.206425E-01
1.180000E+01,1.165662E-01
1.190000E+01,1.103533E-01
1.200000E+01,1.020786E-01
1.210000E+01,9.202766E-02
1.220000E+01,8.068988E-02
1.230000E+01,6.872463E-02
1.240000E+01,5.690327E-02
1.250000E+01,4.603283E-02
1.260000E+01,3.687042E-02
1.270000E+01,3.003869E-02
1.280000E+01,2.595337E-02
1.290000E+01,2.477239E-02
1.300000E+01,2.637397E-02
1.310000E+01,3.036728E-02
1.320000E+01,3.613533E-02
1.330000E+01,4.290538E-02
1.340000E+01,4.983888E-02
1.350000E+01,5.612989E-02
1.360000E+01,6.110002E-02
1.370000E+01,6.427805E-02
1.380000E+01,6.545440E-02
1.390000E+01,6.470351E-02
1.400000E+01,6.237148E-02
1.410000E+01,5.903051E-02
1.420000E+01,5.540585E-02
1.430000E+01,5.228424E-02
1.440000E+01,5.041525E-02
1.450000E+01,5.041709E-02
1.460000E+01,5.269820E-02
1.470000E+01,5.740316E-02
1.480000E+01,6.438862E-02
1.490000E+01,7.323065E-02
1.500000E+01,8.326149E-02
1.510000E+01,9.362978E-02
1.520000E+01,1.033763E-01
1.530000E+01,1.115153E-01
1.540000E+01,1.171128E-01
1.550000E+01,1.193525E-01
1.560000E+01,1.175846E-01
1.570000E+01,1.113538E-01
1.580000E+01,1.004066E-01
1.590000E+01,8.468177E-02
1.600000E+01,6.428694E-02
1.610000E+01,3.946984E-02
1.620000E+01,1.058843E-02
1.630000E+01,-2.191390E-02
1.640000E+01,-5.752490E-02
1.650000E+01,-9.567050E-02
1.660000E+01,-1.357137E-01
1.670000E+01,-1.769478E-01
1.680000E+01,-2.185901E-01
1.690000E+01,-2.597786E-01
1.700000E+01,-2.995795E-01
1.710000E+01,-3.370064E-01
1.720000E+01,-3.710542E-01
1.730000E+01,-4.007458E-01
1.740000E+01,-4.251893E-01
1.750000E+01,-4.436392E-01
1.760000E+01,-4.555560E-01
1.770000E+01,-4.606565E-01
1.780000E+01,-4.589479E-01
1.790000E+01,-4.507413E-01
1.800000E+01,-4.366403E-01
1.810000E+01,-4.175054E-01
1.820000E+01,-3.943960E-01
1.830000E+01,-3.684950E-01
1.840000E+01,-3.410231E-01
1.850000E+01,-3.131511E-01
1.860000E+01,-2.859184E-01
1.870000E+01,-2.601655E-01
1.880000E+01,-2.364879E-01
1.890000E+01,-2.152136E-01
1.900000E+01,-1.964077E-01
1.910000E+01,-1.799012E-01
1.920000E+01,-1.653410E-01
1.930000E+01,-1.522551E-01
1.940000E+01,-1.401253E-01
1.950000E+01,-1.284597E-01
1.960000E+01,-1.168573E-01
1.970000E+01,-1.050576E-01
1.980000E+01,-9.297111E-02
1.990000E+01,-8.068666E-02
2.000000E+01,-6.845683E-02
2.010000E+01,-5.666245E-02
2.020000E+01,-4.576114E-02
2.030000E+01,-3.622593E-02
2.040000E+01,-2.848131E-02
2.050000E+01,-2.284409E-02
2.060000E+01,-1.947634E-02
2.070000E+01,-1.835588E-02
2.080000E+01,-1.926827E-02
2.090000E+01,-2.182128E-02
2.100000E+01,-2.548034E-02
2.110000E+01,-2.962088E-02
2.120000E+01,-3.359075E-02
2.130000E+01,-3.677493E-02
2.140000E+01,-3.865355E-02
2.150000E+01,-3.884512E-02
2.160000E+01,-3.712816E-02
2.170000E+01,-3.343742E-02
2.180000E+01,-2.783387E-02
2.190000E+01,-2.045191E-02
2.200000E+01,-1.143055E-02
2.210000E+01,-8.387710E-04
2.220000E+01,1.139296E-02
2.230000E+01,2.552252E-02
2.240000E+01,4.201590E-02
2.250000E+01,6.152880E-02
2.260000E+01,8.484632E-02
2.270000E+01,1.127828E-01
2.280000E+01,1.460498E-01
2.290000E+01,1.851061E-01
2.300000E+01,2.300085E-01
2.310000E+01,2.802829E-01
2.320000E+01,3.348389E-01
2.330000E+01,3.919434E-01
2.340000E+01,4.492686E-01
2.350000E+01,5.040171E-01
2.360000E+01,5.531209E-01
2.370000E+01,5.935004E-01
2.380000E+01,6.223601E-01
2.390000E+01,6.374912E-01
2.400000E+01,6.375480E-01
2.410000E+01,6.222640E-01
2.420000E+01,5.925788E-01
2.430000E+01,5.506526E-01
2.440000E+01,4.997605E-01
2.450000E+01,4.440655E-01
2.460000E+01,3.882891E-01
2.470000E+01,3.373077E-01
2.480000E+01,2.957109E-01
2.490000E+01,2.673690E-01
2.500000E+01,2.550529E-01
2.510000E+01,2.601474E-01
2.520000E+01,2.824913E-01
2.530000E+01,3.203611E-01
2.540000E+01,3.706040E-01
2.550000E+01,4.289072E-01
2.560000E+01,4.901761E-01
2.570000E+01,5.489825E-01
2.580000E+01,6.000378E-01
2.590000E+01,6.386411E-01
2.600000E+01,6.610591E-01
2.610000E+01,6.648000E-01
2.620000E+01,6.487588E-01
2.630000E+01,6.132251E-01
2.640000E+01,5.597591E-01
2.650000E+01,4.909590E-01
2.660000E+01,4.101501E-01
2.670000E+01,3.210356E-01
2.680000E+01,2.273510E-01
2.690000E+01,1.325585E-01
2.700000E+01,3.961263E-02
2.710000E+01,-4.918404E-02
2.720000E+01,-1.322285E-01
2.730000E+01,-2.085749E-01
2.740000E+01,-2.778197E-01
2.750000E+01,-3.399396E-01
2.760000E+01,-3.951126E-01
2.770000E+01,-4.435511E-01
2.780000E+01,-4.853738E-01
2.790000E+01,-5.205309E-01
2.800000E+01,-5.487944E-01
2.810000E+01,-5.698075E-01
2.820000E+01,-5.831833E-01
2.830000E+01,-5.886325E-01
2.840000E+01,-5.860971E-01
2.850000E+01,-5.758656E-01
2.860000E+01,-5.586498E-01
2.870000E+01,-5.356082E-01
2.880000E+01,-5.083079E-01
2.890000E+01,-4.786308E-01
2.900000E+01,-4.486314E-01
2.910000E+01,-4.203663E-01
2.920000E+01,-3.957158E-01
2.930000E+01,-3.762219E-01
2.940000E+01,-3.629607E-01
2.950000E+01,-3.564682E-01
2.960000E+01,-3.567240E-01
2.970000E+01,-3.631965E-01
2.980000E+01,-3.749401E-01
2.990000E+01,-3.907310E-01
3.000000E+01,-4.092231E-01
3.010000E+01,-4.291028E-01
3.020000E+01,-4.492247E-01
3.030000E+01,-4.687107E-01
3.040000E+01,-4.870035E-01
3.050000E+01,-5.038713E-01
3.060000E+01,-5.193651E-01
3.070000E+01,-5.337399E-01
3.080000E+01,-5.473515E-01
3.090000E+01,-5.605468E-01
3.100000E+01,-5.735607E-01
3.110000E+01,-5.864357E-01
3.120000E+01,-5.989721E-01
3.130000E+01,-6.107135E-01
3.140000E+01,-6.209680E-01
3.150000E+01,-6.288586E-01
3.160000E+01,-6.333943E-01
3.170000E+01,-6.335514E-01
3.180000E+01,-6.283533E-01
3.190000E+01,-6.169405E-01
3.200000E+01,-5.986220E-01
3.210000E+01,-5.729082E-01
3.220000E+01,-5.395229E-01
3.230000E+01,-4.983993E-01
3.240000E+01,-4.496674E-01
3.250000E+01,-3.936371E-01
3.260000E+01,-3.307855E-01
3.270000E+01,-2.617516E-01
3.280000E+01,-1.873410E-01
3.290000E+01,-1.085380E-01
3.300000E+01,-2.652227E-02
3.310000E+01,5.731912E-02
3.320000E+01,1.413898E-01
3.330000E+01,2.239021E-01
3.340000E+01,3.029198E-01
3.350000E+01,3.764299E-01
3.360000E+01,4.424410E-01
3.370000E+01,4.991055E-01
