t (s),<greek>z</greek> (m)
1.000000E-01,0.000000E+00
2.000000E-01,1.418406E-05
3.000000E-01,5.791110E-05
4.000000E-01,1.314387E-04
5.000000E-01,2.307465E-04
6.000000E-01,3.457636E-04
7.000000E-01,4.605711E-04
8.000000E-01,5.557371E-04
9.000000E-01,6.121573E-04
1.000000E+00,6.151876E-04
1.100000E+00,5.576678E-04
1.200000E+00,4.406915E-04
1.300000E+00,2.716121E-04
1.400000E+00,5.959205E-05
1.500000E+00,-1.902374E-04
1.600000E+00,-4.824372E-04
1.700000E+00,-8.350865E-04
1.800000E+00,-1.280449E-03
1.900000E+00,-1.861833E-03
2.000000E+00,-2.626851E-03
2.100000E+00,-3.618079E-03
2.200000E+00,-4.862714E-03
2.300000E+00,-6.363059E-03
2.400000E+00,-8.089511E-03
2.500000E+00,-9.977329E-03
2.600000E+00,-1.192782E-02
2.700000E+00,-1.381404E-02
2.800000E+00,-1.549053E-02
2.900000E+00,-1.680644E-02
3.000000E+00,-1.762100E-02
3.100000E+00,-1.782011E-02
3.200000E+00,-1.733259E-02
3.300000E+00,-1.614398E-02
3.400000E+00,-1.430535E-02
3.500000E+00,-1.193464E-02
3.600000E+00,-9.208180E-03
3.700000E+00,-6.341333E-03
3.800000E+00,-3.559677E-03
3.900000E+00,-1.064355E-03
4.000000E+00,1.001901E-03
4.100000E+00,2.580162E-03
4.200000E+00,3.704419E-03
4.300000E+00,4.489304E-03
4.400000E+00,5.095888E-03
4.500000E+00,5.680925E-03
4.600000E+00,6.340412E-03
4.700000E+00,7.061912E-03
4.800000E+00,7.700147E-03
4.900000E+00,7.986371E-03
5.000000E+00,7.574474E-03
5.100000E+00,6.117239E-03
5.200000E+00,3.357336E-03
5.300000E+00,-7.881250E-04
5.400000E+00,-6.171121E-03
5.500000E+00,-1.240071E-02
5.600000E+00,-1.888169E-02
5.700000E+00,-2.489783E-02
5.800000E+00,-2.972193E-02
5.900000E+00,-3.272819E-02
6.000000E+00,-3.348137E-02
6.100000E+00,-3.178362E-02
6.200000E+00,-2.767118E-02
6.300000E+00,-2.136639E-02
6.400000E+00,-1.320241E-02
6.500000E+00,-3.544384E-03
6.600000E+00,7.269401E-03
6.700000E+00,1.895017E-02
6.800000E+00,3.124051E-02
6.900000E+00,4.386395E-02
7.000000E+00,5.646124E-02
7.100000E+00,6.853740E-02
7.200000E+00,7.944184E-02
7.300000E+00,8.839621E-02
7.400000E+00,9.457255E-02
7.500000E+00,9.721167E-02
7.600000E+00,9.576083E-02
7.700000E+00,9.000337E-02
7.800000E+00,8.015221E-02
7.900000E+00,6.688356E-02
8.000000E+00,5.129650E-02
8.100000E+00,3.479638E-02
8.200000E+00,1.891349E-02
8.300000E+00,5.082108E-03
8.400000E+00,-5.584765E-03
8.500000E+00,-1.248296E-02
8.600000E+00,-1.562623E-02
8.700000E+00,-1.564516E-02
8.800000E+00,-1.366237E-02
8.900000E+00,-1.105563E-02
9.000000E+00,-9.148231E-03
9.100000E+00,-8.889622E-03
9.200000E+00,-1.060223E-02
9.300000E+00,-1.386535E-02
9.400000E+00,-1.758297E-02
9.500000E+00,-2.024055E-02
9.600000E+00,-2.030624E-02
9.700000E+00,-1.668618E-02
9.800000E+00,-9.115981E-03
9.900000E+00,1.627578E-03
1.000000E+01,1.377569E-02
1.010000E+01,2.489567E-02
1.020000E+01,3.243978E-02
1.030000E+01,3.438743E-02
1.040000E+01,2.981279E-02
1.050000E+01,1.921286E-02
1.060000E+01,4.482685E-03
1.070000E+01,-1.148686E-02
1.080000E+01,-2.550799E-02
1.090000E+01,-3.491970E-02
1.100000E+01,-3.831483E-02
1.110000E+01,-3.595951E-02
1.120000E+01,-2.976612E-02
1.130000E+01,-2.279906E-02
1.140000E+01,-1.842404E-02
1.150000E+01,-1.932053E-02
1.160000E+01,-2.662836E-02
1.170000E+01,-3.947618E-02
1.180000E+01,-5.504312E-02
1.190000E+01,-6.916097E-02
1.200000E+01,-7.731155E-02
1.210000E+01,-7.575759E-02
1.220000E+01,-6.250003E-02
1.230000E+01,-3.779672E-02
1.240000E+01,-4.096870E-03
1.250000E+01,3.459074E-02
1.260000E+01,7.371586E-02
1.270000E+01,1.093001E-01
1.280000E+01,1.388260E-01
1.290000E+01,1.616488E-01
1.300000E+01,1.788167E-01
1.310000E+01,1.923632E-01
1.320000E+01,2.042911E-01
1.330000E+01,2.155640E-01
1.340000E+01,2.254210E-01
1.350000E+01,2.312411E-01
1.360000E+01,2.290220E-01
1.370000E+01,2.143606E-01
1.380000E+01,1.836741E-01
1.390000E+01,1.353261E-01
1.400000E+01,7.034652E-02
1.410000E+01,-7.456809E-03
1.420000E+01,-9.203285E-02
1.430000E+01,-1.761334E-01
1.440000E+01,-2.526069E-01
1.450000E+01,-3.156230E-01
1.460000E+01,-3.615481E-01
1.470000E+01,-3.892990E-01
1.480000E+01,-4.001507E-01
1.490000E+01,-3.971132E-01
1.500000E+01,-3.840886E-01
1.510000E+01,-3.650443E-01
1.520000E+01,-3.433930E-01
1.530000E+01,-3.216802E-01
1.540000E+01,-3.015678E-01
1.550000E+01,-2.840172E-01
1.560000E+01,-2.695305E-01
1.570000E+01,-2.583243E-01
1.580000E+01,-2.503667E-01
1.590000E+01,-2.452836E-01
1.600000E+01,-2.422133E-01
1.610000E+01,-2.397169E-01
1.620000E+01,-2.358417E-01
1.630000E+01,-2.283849E-01
1.640000E+01,-2.153257E-01
1.650000E+01,-1.953318E-01
1.660000E+01,-1.682006E-01
1.670000E+01,-1.351023E-01
1.680000E+01,-9.853521E-02
1.690000E+01,-6.197782E-02
1.700000E+01,-2.929820E-02
1.710000E+01,-4.043689E-03
1.720000E+01,1.124322E-02
1.730000E+01,1.554884E-02
1.740000E+01,9.662784E-03
1.750000E+01,-3.828084E-03
1.760000E+01,-2.080378E-02
1.770000E+01,-3.607560E-02
1.780000E+01,-4.398164E-02
1.790000E+01,-3.905090E-02
1.800000E+01,-1.668714E-02
1.810000E+01,2.616957E-02
1.820000E+01,9.045272E-02
1.830000E+01,1.745204E-01
1.840000E+01,2.739395E-01
1.850000E+01,3.816059E-01
1.860000E+01,4.882794E-01
1.870000E+01,5.835595E-01
1.880000E+01,6.572339E-01
1.890000E+01,7.008313E-01
1.900000E+01,7.091204E-01
1.910000E+01,6.812522E-01
1.920000E+01,6.212687E-01
1.930000E+01,5.377905E-01
1.940000E+01,4.428555E-01
1.950000E+01,3.500555E-01
1.960000E+01,2.722884E-01
1.970000E+01,2.195441E-01
1.980000E+01,1.971663E-01
1.990000E+01,2.049492E-01
2.000000E+01,2.372661E-01
2.010000E+01,2.842158E-01
2.020000E+01,3.335583E-01
2.030000E+01,3.730501E-01
2.040000E+01,3.927095E-01
2.050000E+01,3.865671E-01
2.060000E+01,3.535738E-01
2.070000E+01,2.975263E-01
2.080000E+01,2.260720E-01
2.090000E+01,1.490451E-01
2.100000E+01,7.650086E-02
2.110000E+01,1.685726E-02
2.120000E+01,-2.450033E-02
2.130000E+01,-4.591328E-02
2.140000E+01,-4.936466E-02
2.150000E+01,-3.969928E-02
2.160000E+01,-2.336397E-02
2.170000E+01,-6.960191E-03
2.180000E+01,4.088498E-03
2.190000E+01,6.501884E-03
2.200000E+01,-4.146887E-04
2.210000E+01,-1.488969E-02
