t (s),<greek>z</greek> (m)
1.000000E-01,0.000000E+00
2.000000E-01,4.599425E-05
3.000000E-01,1.731557E-04
4.000000E-01,3.598133E-04
5.000000E-01,5.783484E-04
6.000000E-01,7.969377E-04
7.000000E-01,9.810359E-04
8.000000E-01,1.094215E-03
9.000000E-01,1.098157E-03
1.000000E+00,9.518541E-04
1.100000E+00,6.103110E-04
1.200000E+00,2.330790E-05
1.300000E+00,-8.651130E-04
1.400000E+00,-2.115754E-03
1.500000E+00,-3.791440E-03
1.600000E+00,-5.952043E-03
1.700000E+00,-8.647544E-03
1.800000E+00,-1.190977E-02
1.900000E+00,-1.574389E-02
2.000000E+00,-2.012099E-02
2.100000E+00,-2.497329E-02
2.200000E+00,-3.019330E-02
2.300000E+00,-3.563782E-02
2.400000E+00,-4.113724E-02
2.500000E+00,-4.650967E-02
2.600000E+00,-5.157857E-02
2.700000E+00,-5.619200E-02
2.800000E+00,-6.024094E-02
2.900000E+00,-6.367389E-02
3.000000E+00,-6.650519E-02
3.100000E+00,-6.881522E-02
3.200000E+00,-7.074125E-02
3.300000E+00,-7.245928E-02
3.400000E+00,-7.415836E-02
3.500000E+00,-7.601004E-02
3.600000E+00,-7.813678E-02
3.700000E+00,-8.058345E-02
3.800000E+00,-8.329620E-02
3.900000E+00,-8.611220E-02
4.000000E+00,-8.876265E-02
4.100000E+00,-9.088995E-02
4.200000E+00,-9.207777E-02
4.300000E+00,-9.189130E-02
4.400000E+00,-8.992322E-02
4.500000E+00,-8.583976E-02
4.600000E+00,-7.942130E-02
4.700000E+00,-7.059180E-02
4.800000E+00,-5.943311E-02
4.900000E+00,-4.618149E-02
5.000000E+00,-3.120634E-02
5.100000E+00,-1.497314E-02
5.200000E+00,2.005083E-03
5.300000E+00,1.922189E-02
5.400000E+00,3.623035E-02
5.500000E+00,5.268797E-02
5.600000E+00,6.838775E-02
5.700000E+00,8.327123E-02
5.800000E+00,9.742161E-02
5.900000E+00,1.110377E-01
6.000000E+00,1.243919E-01
6.100000E+00,1.377777E-01
6.200000E+00,1.514534E-01
6.300000E+00,1.655893E-01
6.400000E+00,1.802247E-01
6.500000E+00,1.952418E-01
6.600000E+00,2.103572E-01
6.700000E+00,2.251351E-01
6.800000E+00,2.390176E-01
6.900000E+00,2.513706E-01
7.000000E+00,2.615386E-01
7.100000E+00,2.689016E-01
7.200000E+00,2.729296E-01
7.300000E+00,2.732269E-01
7.400000E+00,2.695637E-01
7.500000E+00,2.618926E-01
7.600000E+00,2.503499E-01
7.700000E+00,2.352432E-01
7.800000E+00,2.170295E-01
7.900000E+00,1.962860E-01
8.000000E+00,1.736793E-01
8.100000E+00,1.499348E-01
8.200000E+00,1.258087E-01
8.300000E+00,1.020638E-01
8.400000E+00,7.944793E-02
8.500000E+00,5.867439E-02
8.600000E+00,4.040112E-02
8.700000E+00,2.520837E-02
8.800000E+00,1.357310E-02
8.900000E+00,5.840642E-03
9.000000E+00,2.195509E-03
9.100000E+00,2.634324E-03
9.200000E+00,6.945038E-03
9.300000E+00,1.469684E-02
9.400000E+00,2.524474E-02
9.500000E+00,3.775160E-02
9.600000E+00,5.122845E-02
