t (s),<greek>x</greek><sub>1</sub> (m),<greek>x</greek><sub>2</sub> (m),<greek>x</greek><sub>3</sub> (m),<greek>x</greek><sub>4</sub> (deg),<greek>x</greek><sub>5</sub> (deg),<greek>x</greek><sub>6</sub> (deg)
1.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
2.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
3.000000E-01,-6.421795E-09,-1.695996E-08,-6.032950E-08,1.638481E-08,-1.166528E-08,3.407270E-09
4.000000E-01,-3.350174E-08,-8.337217E-08,-3.230890E-07,8.904560E-08,-6.118442E-08,1.817891E-08
5.000000E-01,-1.039038E-07,-2.467836E-07,-1.022812E-06,2.837099E-07,-1.899646E-07,5.665208E-08
6.000000E-01,-2.504915E-07,-5.708126E-07,-2.515350E-06,6.987233E-07,-4.580454E-07,1.357695E-07
7.000000E-01,-5.130335E-07,-1.125489E-06,-5.259495E-06,1.457073E-06,-9.380436E-07,2.736392E-07
8.000000E-01,-9.378667E-07,-1.987918E-06,-9.824902E-06,2.703879E-06,-1.714068E-06,4.869139E-07
9.000000E-01,-1.576440E-06,-3.241725E-06,-1.689394E-05,4.600910E-06,-2.879226E-06,7.869934E-07
1.000000E+00,-2.483956E-06,-4.978536E-06,-2.726219E-05,7.319798E-06,-4.532693E-06,1.175756E-06
1.100000E+00,-3.717712E-06,-7.300294E-06,-4.183832E-05,1.103419E-05,-6.776594E-06,1.640760E-06
1.200000E+00,-5.335382E-06,-1.032278E-05,-6.164282E-05,1.591112E-05,-9.712665E-06,2.150170E-06
1.300000E+00,-7.393197E-06,-1.417993E-05,-8.780584E-05,2.210199E-05,-1.343879E-05,2.647559E-06
1.400000E+00,-9.944087E-06,-1.902871E-05,-1.215637E-04,2.973333E-05,-1.804551E-05,3.046785E-06
1.500000E+00,-1.303580E-05,-2.505432E-05,-1.642546E-04,3.889782E-05,-2.361251E-05,3.227129E-06
1.600000E+00,-1.670908E-05,-3.247527E-05,-2.173123E-04,4.964580E-05,-3.020530E-05,3.028893E-06
1.700000E+00,-2.099585E-05,-4.154808E-05,-2.822598E-04,6.197748E-05,-3.787192E-05,2.249635E-06
1.800000E+00,-2.591756E-05,-5.257127E-05,-3.606999E-04,7.583631E-05,-4.664004E-05,6.412237E-07
1.900000E+00,-3.148368E-05,-6.588821E-05,-4.543058E-04,9.110347E-05,-5.651422E-05,-2.092153E-06
2.000000E+00,-3.769027E-05,-8.188859E-05,-5.648093E-04,1.075939E-04,-6.747363E-05,-6.294880E-06
2.100000E+00,-4.451887E-05,-1.010081E-04,-6.939879E-04,1.250539E-04,-7.947004E-05,-1.235963E-05
2.200000E+00,-5.193554E-05,-1.237264E-04,-8.436499E-04,1.431602E-04,-9.242633E-05,-2.072584E-05
2.300000E+00,-5.989011E-05,-1.505622E-04,-1.015618E-03,1.615210E-04,-1.062354E-04,-3.187690E-05
2.400000E+00,-6.831576E-05,-1.820670E-04,-1.211714E-03,1.796786E-04,-1.207594E-04,-4.633613E-05
2.500000E+00,-7.712877E-05,-2.188156E-04,-1.433734E-03,1.971135E-04,-1.358296E-04,-6.466156E-05
2.600000E+00,-8.622855E-05,-2.613943E-04,-1.683433E-03,2.132503E-04,-1.512466E-04,-8.743964E-05
2.700000E+00,-9.549785E-05,-3.103868E-04,-1.962504E-03,2.274647E-04,-1.667807E-04,-1.152780E-04
2.800000E+00,-1.048033E-04,-3.663577E-04,-2.272549E-03,2.390922E-04,-1.821727E-04,-1.487977E-04
2.900000E+00,-1.139957E-04,-4.298339E-04,-2.615061E-03,2.474373E-04,-1.971353E-04,-1.886244E-04
3.000000E+00,-1.229114E-04,-5.012843E-04,-2.991400E-03,2.517836E-04,-2.113538E-04,-2.353803E-04
3.100000E+00,-1.313724E-04,-5.810975E-04,-3.402764E-03,2.514052E-04,-2.244881E-04,-2.896747E-04
3.200000E+00,-1.391877E-04,-6.695593E-04,-3.850169E-03,2.455772E-04,-2.361735E-04,-3.520968E-04
3.300000E+00,-1.461540E-04,-7.668284E-04,-4.334424E-03,2.335872E-04,-2.460220E-04,-4.232071E-04
