t (s),<greek>x</greek><sub>1</sub> (m),<greek>x</greek><sub>2</sub> (m),<greek>x</greek><sub>3</sub> (m),<greek>x</greek><sub>4</sub> (deg),<greek>x</greek><sub>5</sub> (deg),<greek>x</greek><sub>6</sub> (deg)
1.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
2.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
3.000000E-01,-5.176963E-09,-4.581999E-10,-4.445737E-10,5.107350E-09,-2.028630E-08,1.863952E-09
4.000000E-01,-2.401427E-08,-1.641150E-09,9.574868E-10,2.613057E-08,-9.850628E-08,1.126945E-08
5.000000E-01,-6.703756E-08,-3.246932E-09,1.134286E-08,7.910429E-08,-2.840276E-07,3.895451E-08
6.000000E-01,-1.459511E-07,-3.509526E-09,4.447600E-08,1.857740E-07,-6.365337E-07,1.024987E-07
7.000000E-01,-2.699241E-07,2.153149E-09,1.206108E-07,3.696958E-07,-1.211477E-06,2.257041E-07
8.000000E-01,-4.453979E-07,2.238476E-08,2.631670E-07,6.543051E-07,-2.059514E-06,4.377948E-07
9.000000E-01,-6.750685E-07,7.108985E-08,4.940593E-07,1.059710E-06,-3.225209E-06,7.719533E-07
1.000000E+00,-9.567662E-07,1.679854E-07,8.287435E-07,1.598809E-06,-4.744503E-06,1.264272E-06
1.100000E+00,-1.282189E-06,3.381424E-07,1.271901E-06,2.273224E-06,-6.639927E-06,1.953633E-06
1.200000E+00,-1.636496E-06,6.104634E-07,1.813838E-06,3.069857E-06,-8.914481E-06,2.882602E-06
1.300000E+00,-1.999563E-06,1.015529E-06,2.426875E-06,3.958812E-06,-1.154737E-05,4.098559E-06
1.400000E+00,-2.349130E-06,1.583564E-06,3.060859E-06,4.892905E-06,-1.449488E-05,5.653738E-06
1.500000E+00,-2.664820E-06,2.343275E-06,3.637694E-06,5.808241E-06,-1.769757E-05,7.602874E-06
1.600000E+00,-2.930834E-06,3.321929E-06,4.046107E-06,6.624749E-06,-2.109075E-05,9.997894E-06
1.700000E+00,-3.134635E-06,4.546374E-06,4.139190E-06,7.245493E-06,-2.461154E-05,1.288045E-05
1.800000E+00,-3.259702E-06,6.044101E-06,3.737518E-06,7.554184E-06,-2.819400E-05,1.627433E-05
1.900000E+00,-3.272514E-06,7.843192E-06,2.639565E-06,7.411501E-06,-3.174667E-05,2.018037E-05
2.000000E+00,-3.106619E-06,9.970301E-06,6.386656E-07,6.652021E-06,-3.511342E-05,2.457620E-05
2.100000E+00,-2.648999E-06,1.244667E-05,-2.457045E-06,5.084255E-06,-3.802690E-05,2.942118E-05
2.200000E+00,-1.734670E-06,1.528319E-05,-6.807230E-06,2.495952E-06,-4.007131E-05,3.466507E-05
2.300000E+00,-1.539639E-07,1.847641E-05,-1.252996E-05,-1.334540E-06,-4.067293E-05,4.025681E-05
2.400000E+00,2.326612E-06,2.200731E-05,-1.970329E-05,-6.622055E-06,-3.913141E-05,4.614942E-05
2.500000E+00,5.933550E-06,2.584404E-05,-2.837683E-05,-1.355658E-05,-3.469385E-05,5.229786E-05
2.600000E+00,1.085291E-05,2.994813E-05,-3.858773E-05,-2.228727E-05,-2.665884E-05,5.864970E-05
2.700000E+00,1.720311E-05,3.428226E-05,-5.037359E-05,-3.291171E-05,-1.448641E-05,6.513127E-05
2.800000E+00,2.502117E-05,3.881650E-05,-6.377461E-05,-4.547155E-05,2.114712E-06,7.163455E-05
2.900000E+00,3.426557E-05,4.353020E-05,-7.882137E-05,-5.995315E-05,2.314591E-05,7.801021E-05
3.000000E+00,4.483365E-05,4.840813E-05,-9.550939E-05,-7.628963E-05,4.833389E-05,8.407020E-05
3.100000E+00,5.658756E-05,5.343181E-05,-1.137664E-04,-9.436033E-05,7.719636E-05,8.959941E-05
3.200000E+00,6.938130E-05,5.856924E-05,-1.334202E-04,-1.139851E-04,1.091394E-04,9.437174E-05
3.300000E+00,8.308294E-05,6.376734E-05,-1.541749E-04,-1.349141E-04,1.435621E-04,9.816374E-05
3.400000E+00,9.758995E-05,6.895082E-05,-1.755957E-04,-1.568161E-04,1.799481E-04,1.007592E-04
