t (s),<greek>z</greek> (m)
1.000000E-01,0.000000E+00
2.000000E-01,-1.605425E-05
3.000000E-01,-6.614649E-05
4.000000E-01,-1.528946E-04
5.000000E-01,-2.784913E-04
6.000000E-01,-4.446136E-04
7.000000E-01,-6.523077E-04
8.000000E-01,-9.018529E-04
9.000000E-01,-1.192612E-03
1.000000E+00,-1.522877E-03
1.100000E+00,-1.889733E-03
1.200000E+00,-2.288943E-03
1.300000E+00,-2.714884E-03
1.400000E+00,-3.160531E-03
1.500000E+00,-3.617520E-03
1.600000E+00,-4.076272E-03
1.700000E+00,-4.526190E-03
1.800000E+00,-4.955925E-03
1.900000E+00,-5.353683E-03
2.000000E+00,-5.707568E-03
2.100000E+00,-6.005931E-03
2.200000E+00,-6.237711E-03
2.300000E+00,-6.392731E-03
2.400000E+00,-6.461942E-03
2.500000E+00,-6.437585E-03
2.600000E+00,-6.313278E-03
2.700000E+00,-6.083995E-03
2.800000E+00,-5.745978E-03
2.900000E+00,-5.296552E-03
3.000000E+00,-4.733888E-03
3.100000E+00,-4.056723E-03
3.200000E+00,-3.264056E-03
3.300000E+00,-2.354862E-03
3.400000E+00,-1.327824E-03
3.500000E+00,-1.811302E-04
3.600000E+00,1.087667E-03
3.700000E+00,2.481700E-03
3.800000E+00,4.004754E-03
3.900000E+00,5.661135E-03
4.000000E+00,7.455454E-03
4.100000E+00,9.392337E-03
4.200000E+00,1.147607E-02
4.300000E+00,1.371017E-02
4.400000E+00,1.609698E-02
4.500000E+00,1.863721E-02
4.600000E+00,2.132944E-02
4.700000E+00,2.416974E-02
4.800000E+00,2.715124E-02
4.900000E+00,3.026376E-02
5.000000E+00,3.349357E-02
5.100000E+00,3.682311E-02
5.200000E+00,4.023093E-02
5.300000E+00,4.369164E-02
5.400000E+00,4.717605E-02
5.500000E+00,5.065143E-02
5.600000E+00,5.408197E-02
5.700000E+00,5.742938E-02
5.800000E+00,6.065366E-02
5.900000E+00,6.371415E-02
6.000000E+00,6.657064E-02
6.100000E+00,6.918467E-02
6.200000E+00,7.152097E-02
6.300000E+00,7.354892E-02
6.400000E+00,7.524398E-02
6.500000E+00,7.658904E-02
6.600000E+00,7.757559E-02
6.700000E+00,7.820455E-02
6.800000E+00,7.848681E-02
6.900000E+00,7.844322E-02
7.000000E+00,7.810410E-02
7.100000E+00,7.750820E-02
7.200000E+00,7.670108E-02
7.300000E+00,7.573291E-02
7.400000E+00,7.465588E-02
7.500000E+00,7.352115E-02
7.600000E+00,7.237564E-02
7.700000E+00,7.125875E-02
7.800000E+00,7.019921E-02
7.900000E+00,6.921226E-02
8.000000E+00,6.829745E-02
8.100000E+00,6.743705E-02
8.200000E+00,6.659542E-02
8.300000E+00,6.571934E-02
8.400000E+00,6.473936E-02
8.500000E+00,6.357221E-02
8.600000E+00,6.212406E-02
8.700000E+00,6.029472E-02
8.800000E+00,5.798229E-02
8.900000E+00,5.508825E-02
9.000000E+00,5.152254E-02
9.100000E+00,4.720844E-02
9.200000E+00,4.208679E-02
9.300000E+00,3.611952E-02
9.400000E+00,2.929197E-02
9.500000E+00,2.161402E-02
9.600000E+00,1.311991E-02
9.700000E+00,3.866699E-03
9.800000E+00,-6.068614E-03
9.900000E+00,-1.659294E-02
1.000000E+01,-2.760190E-02
1.010000E+01,-3.898507E-02
1.020000E+01,-5.063152E-02
1.030000E+01,-6.243507E-02
1.040000E+01,-7.429902E-02
1.050000E+01,-8.614003E-02
1.060000E+01,-9.789082E-02
1.070000E+01,-1.095016E-01
1.080000E+01,-1.209398E-01
1.090000E+01,-1.321889E-01
1.100000E+01,-1.432455E-01
1.110000E+01,-1.541153E-01
1.120000E+01,-1.648086E-01
1.130000E+01,-1.753352E-01
1.140000E+01,-1.856990E-01
1.150000E+01,-1.958936E-01
1.160000E+01,-2.058980E-01
1.170000E+01,-2.156739E-01
1.180000E+01,-2.251640E-01
1.190000E+01,-2.342917E-01
1.200000E+01,-2.429634E-01
1.210000E+01,-2.510704E-01
1.220000E+01,-2.584942E-01
1.230000E+01,-2.651111E-01
1.240000E+01,-2.707986E-01
1.250000E+01,-2.754412E-01
1.260000E+01,-2.789369E-01
1.270000E+01,-2.812024E-01
1.280000E+01,-2.821773E-01
