t (s),<greek>z</greek> (m)
1.000000E-01,0.000000E+00
2.000000E-01,1.392605E-05
3.000000E-01,5.303769E-05
4.000000E-01,1.109526E-04
5.000000E-01,1.785692E-04
6.000000E-01,2.447276E-04
7.000000E-01,2.969403E-04
8.000000E-01,3.221527E-04
9.000000E-01,3.074974E-04
1.000000E+00,2.410079E-04
1.100000E+00,1.122634E-04
1.200000E+00,-8.706269E-05
1.300000E+00,-3.627727E-04
1.400000E+00,-7.178554E-04
1.500000E+00,-1.152354E-03
1.600000E+00,-1.663406E-03
1.700000E+00,-2.245458E-03
1.800000E+00,-2.890672E-03
1.900000E+00,-3.589488E-03
2.000000E+00,-4.331361E-03
2.100000E+00,-5.105605E-03
2.200000E+00,-5.902328E-03
2.300000E+00,-6.713390E-03
2.400000E+00,-7.533317E-03
2.500000E+00,-8.360100E-03
2.600000E+00,-9.195796E-03
2.700000E+00,-1.004685E-02
2.800000E+00,-1.092408E-02
2.900000E+00,-1.184225E-02
3.000000E+00,-1.281922E-02
3.100000E+00,-1.387462E-02
3.200000E+00,-1.502816E-02
3.300000E+00,-1.629751E-02
3.400000E+00,-1.769597E-02
3.500000E+00,-1.922998E-02
3.600000E+00,-2.089665E-02
3.700000E+00,-2.268150E-02
3.800000E+00,-2.455657E-02
3.900000E+00,-2.647917E-02
4.000000E+00,-2.839126E-02
4.100000E+00,-3.021989E-02
4.200000E+00,-3.187847E-02
4.300000E+00,-3.326920E-02
4.400000E+00,-3.428649E-02
4.500000E+00,-3.482131E-02
4.600000E+00,-3.476630E-02
4.700000E+00,-3.402154E-02
4.800000E+00,-3.250045E-02
4.900000E+00,-3.013580E-02
5.000000E+00,-2.688519E-02
5.100000E+00,-2.273588E-02
5.200000E+00,-1.770839E-02
5.300000E+00,-1.185884E-02
5.400000E+00,-5.279457E-03
5.500000E+00,1.902638E-03
5.600000E+00,9.528594E-03
5.700000E+00,1.741288E-02
5.800000E+00,2.535007E-02
5.900000E+00,3.312313E-02
6.000000E+00,4.051282E-02
6.100000E+00,4.730788E-02
6.200000E+00,5.331538E-02
6.300000E+00,5.837080E-02
6.400000E+00,6.234731E-02
6.500000E+00,6.516366E-02
6.600000E+00,6.679036E-02
6.700000E+00,6.725359E-02
6.800000E+00,6.663684E-02
6.900000E+00,6.507987E-02
7.000000E+00,6.277513E-02
7.100000E+00,5.996176E-02
7.200000E+00,5.691735E-02
7.300000E+00,5.394792E-02
7.400000E+00,5.137650E-02
7.500000E+00,4.953086E-02
7.600000E+00,4.873105E-02
7.700000E+00,4.927716E-02
7.800000E+00,5.143799E-02
7.900000E+00,5.544108E-02
8.000000E+00,6.146444E-02
8.100000E+00,6.963041E-02
8.200000E+00,8.000173E-02
8.300000E+00,9.257992E-02
8.400000E+00,1.073060E-01
8.500000E+00,1.240630E-01
