t (s),<greek>x</greek><sub>1</sub> (m),<greek>x</greek><sub>2</sub> (m),<greek>x</greek><sub>3</sub> (m),<greek>x</greek><sub>4</sub> (deg),<greek>x</greek><sub>5</sub> (deg),<greek>x</greek><sub>6</sub> (deg)
1.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
2.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
3.000000E-01,1.475321E-09,6.438719E-09,3.425523E-08,-5.858513E-09,9.863467E-09,6.111216E-09
4.000000E-01,9.690230E-09,2.885120E-08,1.710108E-07,-3.287462E-08,5.474564E-08,2.631793E-08
5.000000E-01,3.582250E-08,7.691851E-08,5.073864E-07,-1.081086E-07,1.793980E-07,6.595941E-08
6.000000E-01,1.006981E-07,1.562616E-07,1.167815E-06,-2.751519E-07,4.572606E-07,1.211653E-07
7.000000E-01,2.378146E-07,2.596973E-07,2.274522E-06,-5.942060E-07,9.934055E-07,1.673840E-07
8.000000E-01,4.973114E-07,3.622485E-07,3.933869E-06,-1.144275E-06,1.933145E-06,1.514914E-07
9.000000E-01,9.501674E-07,4.152584E-07,6.218245E-06,-2.024345E-06,3.471406E-06,-1.673903E-08
1.000000E+00,1.692751E-06,3.410609E-07,9.147228E-06,-3.353808E-06,5.863459E-06,-4.720502E-07
1.100000E+00,2.851481E-06,2.785025E-08,1.266887E-05,-5.271924E-06,9.436869E-06,-1.400070E-06
1.200000E+00,4.587433E-06,-6.749402E-07,1.664132E-05,-7.936118E-06,1.460405E-05,-3.042068E-06
1.300000E+00,7.100619E-06,-1.960778E-06,2.081518E-05,-1.151899E-05,2.187468E-05,-5.697945E-06
1.400000E+00,1.063365E-05,-4.069604E-06,2.481720E-05,-1.620396E-05,3.186704E-05,-9.727229E-06
1.500000E+00,1.547447E-05,-7.290801E-06,2.813542E-05,-2.217973E-05,4.531708E-05,-1.554799E-05
1.600000E+00,2.195782E-05,-1.196552E-05,3.010633E-05,-2.963358E-05,6.308406E-05,-2.363361E-05
1.700000E+00,3.046523E-05,-1.848830E-05,2.990424E-05,-3.874409E-05,8.615167E-05,-3.450746E-05
1.800000E+00,4.142328E-05,-2.730807E-05,2.653319E-05,-4.967366E-05,1.156236E-04,-4.873552E-05
1.900000E+00,5.530016E-05,-3.892829E-05,1.882160E-05,-6.256155E-05,1.527130E-04,-6.691705E-05
2.000000E+00,7.260031E-05,-5.390653E-05,5.420012E-06,-7.751813E-05,1.987254E-04,-8.967350E-05
2.100000E+00,9.385769E-05,-7.285321E-05,-1.519804E-05,-9.462114E-05,2.550353E-04,-1.176358E-04
2.200000E+00,1.196275E-04,-9.642972E-05,-4.473169E-05,-1.139147E-04,3.230578E-04,-1.514300E-04
2.300000E+00,1.504772E-04,-1.253459E-04,-8.504494E-05,-1.354117E-04,4.042147E-04,-1.916622E-04
2.400000E+00,1.869766E-04,-1.603567E-04,-1.381552E-04,-1.591001E-04,4.998985E-04,-2.389017E-04
2.500000E+00,2.296887E-04,-2.022588E-04,-2.062182E-04,-1.849532E-04,6.114352E-04,-2.936641E-04
2.600000E+00,2.791601E-04,-2.518860E-04,-2.915094E-04,-2.129442E-04,7.400469E-04,-3.563934E-04
2.700000E+00,3.359129E-04,-3.101047E-04,-3.964013E-04,-2.430642E-04,8.868177E-04,-4.274440E-04
2.800000E+00,4.004372E-04,-3.778091E-04,-5.233388E-04,-2.753433E-04,1.052663E-03,-5.070628E-04
2.900000E+00,4.731852E-04,-4.559152E-04,-6.748099E-04,-3.098736E-04,1.238302E-03,-5.953719E-04
3.000000E+00,5.545662E-04,-5.453556E-04,-8.533156E-04,-3.468333E-04,1.444239E-03,-6.923515E-04
3.100000E+00,6.449428E-04,-6.470732E-04,-1.061336E-03,-3.865092E-04,1.670746E-03,-7.978251E-04
3.200000E+00,7.446277E-04,-7.620147E-04,-1.301297E-03,-4.293179E-04,1.917853E-03,-9.114447E-04
3.300000E+00,8.538801E-04,-8.911243E-04,-1.575534E-03,-4.758222E-04,2.185335E-03,-1.032679E-03
