t (s),<greek>z</greek> (m)
1.000000E-01,0.000000E+00
2.000000E-01,-1.471527E-05
3.000000E-01,-5.502079E-05
4.000000E-01,-1.144939E-04
5.000000E-01,-1.849704E-04
6.000000E-01,-2.559474E-04
7.000000E-01,-3.148011E-04
8.000000E-01,-3.478623E-04
9.000000E-01,-3.420730E-04
1.000000E+00,-2.866892E-04
1.100000E+00,-1.743646E-04
1.200000E+00,-1.032038E-06
1.300000E+00,2.357110E-04
1.400000E+00,5.395559E-04
1.500000E+00,9.191150E-04
1.600000E+00,1.391155E-03
1.700000E+00,1.982160E-03
1.800000E+00,2.727072E-03
1.900000E+00,3.664540E-03
2.000000E+00,4.828759E-03
2.100000E+00,6.238877E-03
2.200000E+00,7.887818E-03
2.300000E+00,9.732919E-03
2.400000E+00,1.169090E-02
2.500000E+00,1.363928E-02
2.600000E+00,1.542526E-02
2.700000E+00,1.688188E-02
2.800000E+00,1.784959E-02
2.900000E+00,1.820001E-02
3.000000E+00,1.785789E-02
3.100000E+00,1.681699E-02
3.200000E+00,1.514636E-02
3.300000E+00,1.298488E-02
3.400000E+00,1.052416E-02
3.500000E+00,7.981905E-03
3.600000E+00,5.569930E-03
3.700000E+00,3.462535E-03
3.800000E+00,1.770967E-03
3.900000E+00,5.291612E-04
4.000000E+00,-3.060382E-04
4.100000E+00,-8.396099E-04
4.200000E+00,-1.210446E-03
4.300000E+00,-1.555909E-03
4.400000E+00,-1.975851E-03
4.500000E+00,-2.503754E-03
4.600000E+00,-3.091783E-03
4.700000E+00,-3.614340E-03
4.800000E+00,-3.891346E-03
4.900000E+00,-3.728649E-03
5.000000E+00,-2.969277E-03
5.100000E+00,-1.546462E-03
5.200000E+00,4.719525E-04
5.300000E+00,2.857643E-03
5.400000E+00,5.222047E-03
5.500000E+00,7.046431E-03
5.600000E+00,7.740644E-03
5.700000E+00,6.724401E-03
5.800000E+00,3.520586E-03
5.900000E+00,-2.152884E-03
6.000000E+00,-1.030706E-02
6.100000E+00,-2.063498E-02
6.200000E+00,-3.250351E-02
6.300000E+00,-4.498882E-02
6.400000E+00,-5.695427E-02
6.500000E+00,-6.716350E-02
6.600000E+00,-7.441617E-02
6.700000E+00,-7.769013E-02
6.800000E+00,-7.627218E-02
6.900000E+00,-6.986022E-02
7.000000E+00,-5.862266E-02
7.100000E+00,-4.320557E-02
7.200000E+00,-2.468464E-02
7.300000E+00,-4.465105E-03
7.400000E+00,1.586041E-02
7.500000E+00,3.468088E-02
7.600000E+00,5.054391E-02
7.700000E+00,6.232009E-02
7.800000E+00,6.933500E-02
7.900000E+00,7.145180E-02
8.000000E+00,6.909275E-02
8.100000E+00,6.319458E-02
8.200000E+00,5.510001E-02
8.300000E+00,4.639607E-02
8.400000E+00,3.871636E-02
8.500000E+00,3.353022E-02
8.600000E+00,3.194465E-02
8.700000E+00,3.454497E-02
