t (s),<greek>x</greek><sub>1</sub> (m),<greek>x</greek><sub>2</sub> (m),<greek>x</greek><sub>3</sub> (m),<greek>x</greek><sub>4</sub> (deg),<greek>x</greek><sub>5</sub> (deg),<greek>x</greek><sub>6</sub> (deg)
1.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
2.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
3.000000E-01,2.264685E-09,-3.825953E-08,-1.652000E-08,-2.220229E-08,1.880319E-08,5.018731E-09
4.000000E-01,1.442010E-08,-2.212192E-07,-1.036805E-07,-1.364905E-07,1.093725E-07,1.760376E-08
5.000000E-01,5.096422E-08,-7.429825E-07,-3.684709E-07,-4.758947E-07,3.667534E-07,3.393121E-08
6.000000E-01,1.363266E-07,-1.922750E-06,-9.984786E-07,-1.265935E-06,9.447796E-07,3.698974E-08
7.000000E-01,3.054272E-07,-4.209540E-06,-2.276549E-06,-2.833425E-06,2.055711E-06,-1.192084E-08
8.000000E-01,6.049287E-07,-8.201573E-06,-4.600336E-06,-5.620706E-06,3.975643E-06,-1.784449E-07
9.000000E-01,1.094438E-06,-1.465902E-05,-8.500581E-06,-1.019640E-05,7.047934E-06,-5.625261E-07
1.000000E+00,1.848259E-06,-2.451670E-05,-1.465836E-05,-1.726411E-05,1.168618E-05,-1.307738E-06
1.100000E+00,2.957800E-06,-3.889429E-05,-2.392123E-05,-2.766875E-05,1.837730E-05,-2.613696E-06
1.200000E+00,4.534810E-06,-5.910517E-05,-3.731767E-05,-4.240039E-05,2.768487E-05,-4.751852E-06
1.300000E+00,6.715436E-06,-8.666297E-05,-5.606950E-05,-6.259523E-05,4.025250E-05,-8.084774E-06
1.400000E+00,9.664988E-06,-1.232855E-04,-8.160151E-05,-8.953346E-05,5.680716E-05,-1.308843E-05
1.500000E+00,1.358314E-05,-1.708950E-04,-1.155476E-04,-1.246337E-04,7.816167E-05,-2.037647E-05
1.600000E+00,1.870927E-05,-2.316144E-04,-1.597524E-04,-1.694435E-04,1.052159E-04,-3.072509E-05
1.700000E+00,2.532737E-05,-3.077569E-04,-2.162684E-04,-2.256272E-04,1.389557E-04,-4.509659E-05
1.800000E+00,3.377034E-05,-4.018105E-04,-2.873459E-04,-2.949486E-04,1.804490E-04,-6.465962E-05
1.900000E+00,4.442284E-05,-5.164139E-04,-3.754172E-04,-3.792528E-04,2.308380E-04,-9.080404E-05
2.000000E+00,5.772258E-05,-6.543247E-04,-4.830725E-04,-4.804439E-04,2.913269E-04,-1.251483E-04
2.100000E+00,7.415961E-05,-8.183801E-04,-6.130278E-04,-6.004622E-04,3.631656E-04,-1.695379E-04
2.200000E+00,9.427316E-05,-1.011448E-03,-7.680855E-04,-7.412607E-04,4.476265E-04,-2.260334E-04
2.300000E+00,1.186462E-04,-1.236371E-03,-9.510852E-04,-9.047822E-04,5.459779E-04,-2.968872E-04
2.400000E+00,1.478975E-04,-1.495904E-03,-1.164847E-03,-1.092937E-03,6.594504E-04,-3.845097E-04
2.500000E+00,1.826709E-04,-1.792648E-03,-1.412110E-03,-1.307586E-03,7.891984E-04,-4.914245E-04
2.600000E+00,2.236227E-04,-2.128974E-03,-1.695459E-03,-1.550521E-03,9.362572E-04,-6.202135E-04
2.700000E+00,2.714071E-04,-2.506948E-03,-2.017249E-03,-1.823452E-03,1.101494E-03,-7.734543E-04
2.800000E+00,3.266590E-04,-2.928259E-03,-2.379530E-03,-2.128000E-03,1.285558E-03,-9.536514E-04
2.900000E+00,3.899765E-04,-3.394142E-03,-2.783959E-03,-2.465678E-03,1.488820E-03,-1.163162E-03
3.000000E+00,4.619014E-04,-3.905301E-03,-3.231719E-03,-2.837891E-03,1.711317E-03,-1.404119E-03
3.100000E+00,5.428994E-04,-4.461841E-03,-3.723440E-03,-3.245912E-03,1.952694E-03,-1.678356E-03
3.200000E+00,6.333396E-04,-5.063204E-03,-4.259111E-03,-3.690868E-03,2.212137E-03,-1.987329E-03
3.300000E+00,7.334743E-04,-5.708100E-03,-4.838013E-03,-4.173710E-03,2.488315E-03,-2.332045E-03
