t (s),<greek>x</greek><sub>1</sub> (m),<greek>x</greek><sub>2</sub> (m),<greek>x</greek><sub>3</sub> (m),<greek>x</greek><sub>4</sub> (deg),<greek>x</greek><sub>5</sub> (deg),<greek>x</greek><sub>6</sub> (deg)
1.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
2.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
3.000000E-01,-1.153780E-08,4.227517E-08,3.334017E-08,1.784492E-08,-3.337311E-08,4.414691E-09
4.000000E-01,-5.829535E-08,2.184981E-07,1.801103E-07,8.470996E-08,-1.702584E-07,1.421456E-08
5.000000E-01,-1.759727E-07,6.720404E-07,5.729441E-07,2.412509E-07,-5.159226E-07,2.151009E-08
6.000000E-01,-4.134740E-07,1.606804E-06,1.412679E-06,5.344274E-07,-1.214700E-06,7.976243E-10
7.000000E-01,-8.254660E-07,3.262690E-06,2.956053E-06,1.002501E-06,-2.427200E-06,-1.014286E-07
8.000000E-01,-1.470751E-06,5.910767E-06,5.515900E-06,1.670734E-06,-4.322917E-06,-3.730147E-07
9.000000E-01,-2.408843E-06,9.840994E-06,9.456325E-06,2.545615E-06,-7.068762E-06,-9.425435E-07
1.000000E+00,-3.696823E-06,1.535055E-05,1.518523E-05,3.609719E-06,-1.081672E-05,-1.984630E-06
1.100000E+00,-5.385702E-06,2.273012E-05,2.314465E-05,4.816526E-06,-1.569091E-05,-3.724616E-06
1.200000E+00,-7.516509E-06,3.224963E-05,3.379868E-05,6.084834E-06,-2.177389E-05,-6.442579E-06
1.300000E+00,-1.011591E-05,4.414304E-05,4.761913E-05,7.292269E-06,-2.909193E-05,-1.047690E-05
1.400000E+00,-1.319128E-05,5.859251E-05,6.506901E-05,8.267540E-06,-3.759956E-05,-1.622749E-05
1.500000E+00,-1.672515E-05,7.571192E-05,8.658398E-05,8.781200E-06,-4.716297E-05,-2.415886E-05
1.600000E+00,-2.066900E-05,9.553015E-05,1.125520E-04,8.534842E-06,-5.754262E-05,-3.480299E-05
1.700000E+00,-2.493646E-05,1.179739E-04,1.432911E-04,7.148899E-06,-6.837512E-05,-4.876217E-05
1.800000E+00,-2.939594E-05,1.428510E-04,1.790266E-04,4.149388E-06,-7.915458E-05,-6.671161E-05
1.900000E+00,-3.386287E-05,1.698330E-04,2.198656E-04,-1.045810E-06,-8.921412E-05,-8.940170E-05
2.000000E+00,-3.809175E-05,1.984396E-04,2.657728E-04,-9.140381E-06,-9.770784E-05,-1.176597E-04
2.100000E+00,-4.176826E-05,2.280228E-04,3.165439E-04,-2.097182E-05,-1.035943E-04,-1.523907E-04
2.200000E+00,-4.450184E-05,2.577529E-04,3.717803E-04,-3.752149E-05,-1.056221E-04,-1.945770E-04
2.300000E+00,-4.581901E-05,2.866056E-04,4.308635E-04,-5.992153E-05,-1.023187E-04,-2.452759E-04
2.400000E+00,-4.515778E-05,3.133518E-04,4.929306E-04,-8.945765E-05,-9.198345E-05,-3.056158E-04
2.500000E+00,-4.186372E-05,3.365490E-04,5.568506E-04,-1.275671E-04,-7.268577E-05,-3.767885E-04
2.600000E+00,-3.518787E-05,3.545360E-04,6.212032E-04,-1.758310E-04,-4.226955E-05,-4.600396E-04
2.700000E+00,-2.428685E-05,3.654305E-04,6.842596E-04,-2.359617E-04,1.635455E-06,-5.566547E-04
2.800000E+00,-8.225589E-06,3.671307E-04,7.439657E-04,-3.097832E-04,6.159464E-05,-6.679417E-04
2.900000E+00,1.401744E-05,3.573196E-04,7.979301E-04,-3.992079E-04,1.403414E-04,-7.952093E-04
3.000000E+00,4.354212E-05,3.334746E-04,8.434151E-04,-5.062078E-04,2.407421E-04,-9.397415E-04
3.100000E+00,8.151598E-05,2.928804E-04,8.773326E-04,-6.327830E-04,3.657523E-04,-1.102768E-03
3.200000E+00,1.291609E-04,2.326455E-04,8.962457E-04,-7.809276E-04,5.183663E-04,-1.285429E-03
3.300000E+00,1.877374E-04,1.497242E-04,8.963756E-04,-9.525961E-04,7.015595E-04,-1.488741E-03
