t (s),<greek>x</greek><sub>1</sub> (m),<greek>x</greek><sub>2</sub> (m),<greek>x</greek><sub>3</sub> (m),<greek>x</greek><sub>4</sub> (deg),<greek>x</greek><sub>5</sub> (deg),<greek>x</greek><sub>6</sub> (deg)
1.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
2.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
3.000000E-01,-2.725369E-08,1.482551E-08,1.041799E-07,1.430529E-08,-8.440885E-08,9.945865E-09
4.000000E-01,-1.382873E-07,7.504358E-08,5.547503E-07,6.992645E-08,-4.360204E-07,4.237207E-08
5.000000E-01,-4.176630E-07,2.265669E-07,1.745824E-06,2.022383E-07,-1.332984E-06,1.056553E-07
6.000000E-01,-9.792813E-07,5.317288E-07,4.265809E-06,4.507475E-07,-3.159774E-06,1.940277E-07
7.000000E-01,-1.945617E-06,1.058834E-06,8.855686E-06,8.424964E-07,-6.345870E-06,2.704532E-07
8.000000E-01,-3.439481E-06,1.878878E-06,1.641068E-05,1.382088E-06,-1.133842E-05,2.556894E-07
9.000000E-01,-5.570825E-06,3.059725E-06,2.796914E-05,2.039927E-06,-1.856151E-05,1.634458E-08
1.000000E+00,-8.423969E-06,4.660657E-06,4.469694E-05,2.741032E-06,-2.837081E-05,-6.453854E-07
1.100000E+00,-1.204398E-05,6.726314E-06,6.786891E-05,3.354852E-06,-4.100586E-05,-2.000577E-06
1.200000E+00,-1.642340E-05,9.280556E-06,9.884681E-05,3.686710E-06,-5.654090E-05,-4.400229E-06
1.300000E+00,-2.148936E-05,1.232002E-05,1.390544E-04,3.471304E-06,-7.483608E-05,-8.279504E-06
1.400000E+00,-2.709158E-05,1.580737E-05,1.899495E-04,2.368610E-06,-9.549051E-05,-1.415924E-05
1.500000E+00,-3.299152E-05,1.966424E-05,2.529944E-04,-3.759965E-08,-1.177988E-04,-2.264460E-05
1.600000E+00,-3.885286E-05,2.376365E-05,3.296230E-04,-4.238586E-06,-1.407127E-04,-3.442073E-05
1.700000E+00,-4.423373E-05,2.792208E-05,4.212067E-04,-1.079698E-05,-1.628086E-04,-5.024564E-05
1.800000E+00,-4.858062E-05,3.189085E-05,5.290187E-04,-2.034097E-05,-1.822629E-04,-7.094022E-05
1.900000E+00,-5.122425E-05,3.534720E-05,6.541961E-04,-3.355688E-05,-1.968362E-04,-9.737596E-05
2.000000E+00,-5.137737E-05,3.788467E-05,7.977009E-04,-5.118079E-05,-2.038661E-04,-1.304606E-04
2.100000E+00,-4.813446E-05,3.900332E-05,9.602802E-04,-7.399022E-05,-2.002710E-04,-1.711219E-04
2.200000E+00,-4.047319E-05,3.809967E-05,1.142424E-03,-1.027965E-04,-1.825630E-04,-2.202909E-04
2.300000E+00,-2.725742E-05,3.445662E-05,1.344324E-03,-1.384392E-04,-1.468721E-04,-2.788838E-04
2.400000E+00,-7.241590E-06,2.723382E-05,1.565832E-03,-1.817825E-04,-8.897883E-05,-3.477839E-04
2.500000E+00,2.092403E-05,1.545857E-05,1.806414E-03,-2.337158E-04,-4.356702E-06,-4.278239E-04
2.600000E+00,5.868748E-05,-1.982215E-06,2.065115E-03,-2.951571E-04,1.117785E-04,-5.197689E-04
2.700000E+00,1.075891E-04,-2.634858E-05,2.340516E-03,-3.670602E-04,2.644132E-04,-6.242992E-04
2.800000E+00,1.692559E-04,-5.905235E-05,2.630694E-03,-4.504254E-04,4.586767E-04,-7.419952E-04
2.900000E+00,2.453959E-04,-1.016597E-04,2.933198E-03,-5.463119E-04,6.997793E-04,-8.733220E-04
3.000000E+00,3.377938E-04,-1.558911E-04,3.245009E-03,-6.558520E-04,9.929508E-04,-1.018616E-03
3.100000E+00,4.483073E-04,-2.236188E-04,3.562525E-03,-7.802636E-04,1.343380E-03,-1.178070E-03
3.200000E+00,5.788634E-04,-3.068600E-04,3.881540E-03,-9.208607E-04,1.756155E-03,-1.351722E-03
3.300000E+00,7.314549E-04,-4.077686E-04,4.197233E-03,-1.079058E-03,2.236213E-03,-1.539441E-03
