t (s),<greek>x</greek><sub>1</sub> (m),<greek>x</greek><sub>2</sub> (m),<greek>x</greek><sub>3</sub> (m),<greek>x</greek><sub>4</sub> (deg),<greek>x</greek><sub>5</sub> (deg),<greek>x</greek><sub>6</sub> (deg)
1.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
2.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
3.000000E-01,-3.314619E-09,-1.905212E-09,-2.975085E-08,2.823249E-09,1.067487E-09,1.861643E-08
4.000000E-01,-2.342698E-08,-6.337047E-09,-1.524608E-07,1.488914E-08,-1.461099E-08,1.035343E-07
5.000000E-01,-8.845504E-08,-1.009326E-08,-4.643522E-07,4.594349E-08,-9.901878E-08,3.367413E-07
6.000000E-01,-2.489844E-07,-2.102557E-09,-1.099672E-06,1.093372E-07,-3.620677E-07,8.455768E-07
7.000000E-01,-5.819148E-07,4.174191E-08,-2.212203E-06,2.197893E-07,-9.937831E-07,1.796656E-06
8.000000E-01,-1.194186E-06,1.623123E-07,-3.970491E-06,3.926544E-07,-2.280232E-06,3.396030E-06
9.000000E-01,-2.225026E-06,4.211912E-07,-6.549632E-06,6.435246E-07,-4.616981E-06,5.884653E-06
1.000000E+00,-3.847073E-06,9.043167E-07,-1.012244E-05,9.889657E-07,-8.518247E-06,9.532565E-06
1.100000E+00,-6.266186E-06,1.725432E-06,-1.485055E-05,1.448804E-06,-1.462135E-05,1.463082E-05
1.200000E+00,-9.720060E-06,3.029244E-06,-2.087543E-05,2.050405E-06,-2.368619E-05,2.148202E-05
1.300000E+00,-1.447575E-05,4.994318E-06,-2.830958E-05,2.835262E-06,-3.658967E-05,3.038961E-05
1.400000E+00,-2.082622E-05,7.835693E-06,-3.722806E-05,3.868107E-06,-5.431524E-05,4.164642E-05
1.500000E+00,-2.908616E-05,1.180725E-05,-4.766067E-05,5.248557E-06,-7.793780E-05,5.552277E-05
1.600000E+00,-3.958718E-05,1.720380E-05,-5.958479E-05,7.125136E-06,-1.086045E-04,7.225463E-05
1.700000E+00,-5.267262E-05,2.436301E-05,-7.291922E-05,9.711291E-06,-1.475118E-04,9.203225E-05
1.800000E+00,-6.869223E-05,3.366696E-05,-8.751888E-05,1.330279E-05,-1.958803E-04,1.149895E-04
1.900000E+00,-8.799674E-05,4.554361E-05,-1.031706E-04,1.829566E-05,-2.549267E-04,1.411942E-04
2.000000E+00,-1.109326E-04,6.046797E-05,-1.195899E-04,2.520371E-05,-3.258352E-04,1.706401E-04
2.100000E+00,-1.378372E-04,7.896292E-05,-1.364186E-04,3.467436E-05,-4.097277E-04,2.032402E-04
2.200000E+00,-1.690335E-04,1.015999E-04,-1.532232E-04,4.750163E-05,-5.076354E-04,2.388212E-04
2.300000E+00,-2.048266E-04,1.289989E-04,-1.694942E-04,6.463485E-05,-6.204700E-04,2.771204E-04
2.400000E+00,-2.454987E-04,1.618285E-04,-1.846448E-04,8.718185E-05,-7.489971E-04,3.177835E-04
2.500000E+00,-2.913057E-04,2.008049E-04,-1.980109E-04,1.164055E-04,-8.938114E-04,3.603640E-04
2.600000E+00,-3.424732E-04,2.466907E-04,-2.088504E-04,1.537124E-04,-1.055313E-03,4.043236E-04
2.700000E+00,-3.991930E-04,3.002927E-04,-2.163420E-04,2.006335E-04,-1.233689E-03,4.490343E-04
2.800000E+00,-4.616186E-04,3.624586E-04,-2.195841E-04,2.587949E-04,-1.428892E-03,4.937806E-04
2.900000E+00,-5.298617E-04,4.340737E-04,-2.175930E-04,3.298811E-04,-1.640625E-03,5.377620E-04
3.000000E+00,-6.039869E-04,5.160554E-04,-2.093006E-04,4.155884E-04,-1.868327E-03,5.800971E-04
3.100000E+00,-6.840074E-04,6.093470E-04,-1.935521E-04,5.175712E-04,-2.111161E-03,6.198265E-04
3.200000E+00,-7.698789E-04,7.149105E-04,-1.691037E-04,6.373812E-04,-2.368000E-03,6.559169E-04
3.300000E+00,-8.614939E-04,8.337174E-04,-1.346201E-04,7.764023E-04,-2.637420E-03,6.872643E-04
