t (s),<greek>x</greek><sub>1</sub> (m),<greek>x</greek><sub>2</sub> (m),<greek>x</greek><sub>3</sub> (m),<greek>x</greek><sub>4</sub> (deg),<greek>x</greek><sub>5</sub> (deg),<greek>x</greek><sub>6</sub> (deg)
1.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
2.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
3.000000E-01,4.101771E-08,-5.484361E-08,-8.309648E-08,-3.010569E-08,1.203957E-07,-3.680799E-08
4.000000E-01,2.204147E-07,-2.924551E-07,-4.671905E-07,-1.583048E-07,6.511600E-07,-1.890089E-07
5.000000E-01,7.004493E-07,-9.240422E-07,-1.537317E-06,-4.924282E-07,2.074273E-06,-5.773619E-07
6.000000E-01,1.727541E-06,-2.267546E-06,-3.913718E-06,-1.188208E-06,5.122495E-06,-1.369627E-06
7.000000E-01,3.618235E-06,-4.727213E-06,-8.454080E-06,-2.432075E-06,1.073805E-05,-2.755439E-06
8.000000E-01,6.762810E-06,-8.797470E-06,-1.628769E-05,-4.435867E-06,2.007765E-05,-4.937625E-06
9.000000E-01,1.162137E-05,-1.505685E-05,-2.884065E-05,-7.426399E-06,3.450016E-05,-8.116140E-06
1.000000E+00,1.871957E-05,-2.416191E-05,-4.785664E-05,-1.163358E-05,5.554634E-05,-1.247197E-05
1.100000E+00,2.864156E-05,-3.683758E-05,-7.541336E-05,-1.727706E-05,8.491208E-05,-1.814881E-05
1.200000E+00,4.202137E-05,-5.386564E-05,-1.139333E-04,-2.455208E-05,1.244144E-04,-2.523408E-05
1.300000E+00,5.953228E-05,-7.607077E-05,-1.661884E-04,-3.361491E-05,1.759511E-04,-3.373935E-05
1.400000E+00,8.187458E-05,-1.043046E-04,-2.352971E-04,-4.456848E-05,2.414540E-04,-4.358075E-05
1.500000E+00,1.097616E-04,-1.394274E-04,-3.247139E-04,-5.744852E-05,3.228368E-04,-5.455979E-05
1.600000E+00,1.439041E-04,-1.822889E-04,-4.382106E-04,-7.221072E-05,4.219379E-04,-6.634528E-05
1.700000E+00,1.849936E-04,-2.337063E-04,-5.798488E-04,-8.871913E-05,5.404579E-04,-7.845665E-05
1.800000E+00,2.336837E-04,-2.944423E-04,-7.539430E-04,-1.067360E-04,6.798943E-04,-9.024945E-05
1.900000E+00,2.905709E-04,-3.651815E-04,-9.650160E-04,-1.259128E-04,8.414727E-04,-1.009033E-04
2.000000E+00,3.561739E-04,-4.465073E-04,-1.217745E-03,-1.457830E-04,1.026075E-03,-1.094130E-04
2.100000E+00,4.309120E-04,-5.388780E-04,-1.516899E-03,-1.657554E-04,1.234166E-03,-1.145827E-04
2.200000E+00,5.150828E-04,-6.426035E-04,-1.867271E-03,-1.851085E-04,1.465721E-03,-1.150242E-04
2.300000E+00,6.088396E-04,-7.578236E-04,-2.273605E-03,-2.029849E-04,1.720151E-03,-1.091591E-04
2.400000E+00,7.121678E-04,-8.844868E-04,-2.740511E-03,-2.183855E-04,1.996231E-03,-9.522472E-05
2.500000E+00,8.248618E-04,-1.022331E-03,-3.272385E-03,-2.301638E-04,2.292028E-03,-7.128459E-05
2.600000E+00,9.465016E-04,-1.170867E-03,-3.873321E-03,-2.370182E-04,2.604838E-03,-3.524305E-05
2.700000E+00,1.076431E-03,-1.329361E-03,-4.547022E-03,-2.374839E-04,2.931121E-03,1.513622E-05
2.800000E+00,1.213733E-03,-1.496825E-03,-5.296715E-03,-2.299239E-04,3.266450E-03,8.220762E-05
2.900000E+00,1.357216E-03,-1.672005E-03,-6.125060E-03,-2.125180E-04,3.605462E-03,1.684175E-04
3.000000E+00,1.505389E-03,-1.853373E-03,-7.034068E-03,-1.832522E-04,3.941822E-03,2.762744E-04
3.100000E+00,1.656446E-03,-2.039120E-03,-8.025017E-03,-1.399074E-04,4.268198E-03,4.083167E-04
3.200000E+00,1.808259E-03,-2.227156E-03,-9.098377E-03,-8.004898E-05,4.576253E-03,5.670772E-04
3.300000E+00,1.958360E-03,-2.415107E-03,-1.025373E-02,-1.017980E-06,4.856642E-03,7.550459E-04
