t (s),<greek>z</greek> (m)
1.000000E-01,0.000000E+00
2.000000E-01,-4.721856E-05
3.000000E-01,-1.898783E-04
4.000000E-01,-4.265263E-04
5.000000E-01,-7.519243E-04
6.000000E-01,-1.157380E-03
7.000000E-01,-1.631217E-03
8.000000E-01,-2.159375E-03
9.000000E-01,-2.726104E-03
1.000000E+00,-3.314748E-03
1.100000E+00,-3.908567E-03
1.200000E+00,-4.491584E-03
1.300000E+00,-5.049407E-03
1.400000E+00,-5.569990E-03
1.500000E+00,-6.044276E-03
1.600000E+00,-6.466685E-03
1.700000E+00,-6.835393E-03
1.800000E+00,-7.152358E-03
1.900000E+00,-7.423072E-03
2.000000E+00,-7.656000E-03
2.100000E+00,-7.861740E-03
2.200000E+00,-8.051895E-03
2.300000E+00,-8.237732E-03
2.400000E+00,-8.428688E-03
2.500000E+00,-8.630823E-03
2.600000E+00,-8.845332E-03
2.700000E+00,-9.067233E-03
2.800000E+00,-9.284364E-03
2.900000E+00,-9.476785E-03
3.000000E+00,-9.616688E-03
3.100000E+00,-9.668864E-03
3.200000E+00,-9.591764E-03
3.300000E+00,-9.339105E-03
3.400000E+00,-8.861984E-03
3.500000E+00,-8.111353E-03
3.600000E+00,-7.040729E-03
3.700000E+00,-5.608945E-03
3.800000E+00,-3.782761E-03
3.900000E+00,-1.539139E-03
4.000000E+00,1.133002E-03
4.100000E+00,4.231661E-03
4.200000E+00,7.741377E-03
4.300000E+00,1.163363E-02
4.400000E+00,1.586795E-02
4.500000E+00,2.039375E-02
4.600000E+00,2.515255E-02
4.700000E+00,3.008063E-02
4.800000E+00,3.511171E-02
4.900000E+00,4.017953E-02
5.000000E+00,4.522007E-02
5.100000E+00,5.017328E-02
5.200000E+00,5.498422E-02
5.300000E+00,5.960340E-02
5.400000E+00,6.398662E-02
5.500000E+00,6.809415E-02
5.600000E+00,7.188952E-02
5.700000E+00,7.533824E-02
5.800000E+00,7.840649E-02
5.900000E+00,8.106018E-02
6.000000E+00,8.326468E-02
6.100000E+00,8.498512E-02
6.200000E+00,8.618771E-02
6.300000E+00,8.684187E-02
6.400000E+00,8.692305E-02
6.500000E+00,8.641627E-02
6.600000E+00,8.531973E-02
6.700000E+00,8.364852E-02
6.800000E+00,8.143760E-02
6.900000E+00,7.874399E-02
7.000000E+00,7.564748E-02
7.100000E+00,7.224981E-02
7.200000E+00,6.867184E-02
7.300000E+00,6.504898E-02
7.400000E+00,6.152470E-02
7.500000E+00,5.824252E-02
7.600000E+00,5.533707E-02
7.700000E+00,5.292453E-02
7.800000E+00,5.109338E-02
7.900000E+00,4.989612E-02
8.000000E+00,4.934264E-02
8.100000E+00,4.939606E-02
8.200000E+00,4.997141E-02
8.300000E+00,5.093764E-02
8.400000E+00,5.212299E-02
8.500000E+00,5.332368E-02
8.600000E+00,5.431546E-02
8.700000E+00,5.486743E-02
8.800000E+00,5.475726E-02
8.900000E+00,5.378686E-02
9.000000E+00,5.179729E-02
9.100000E+00,4.868197E-02
9.200000E+00,4.439702E-02
9.300000E+00,3.896799E-02
9.400000E+00,3.249222E-02
9.500000E+00,2.513666E-02
9.600000E+00,1.713091E-02
9.700000E+00,8.756077E-03
9.800000E+00,3.298933E-04
9.900000E+00,-7.810868E-03
1.000000E+01,-1.532949E-02
1.010000E+01,-2.190866E-02
1.020000E+01,-2.726864E-02
1.030000E+01,-3.118303E-02
1.040000E+01,-3.349091E-02
1.050000E+01,-3.410449E-02
1.060000E+01,-3.301169E-02
1.070000E+01,-3.027344E-02
1.080000E+01,-2.601580E-02
1.090000E+01,-2.041767E-02
1.100000E+01,-1.369476E-02
1.110000E+01,-6.081170E-03
1.120000E+01,2.189997E-03
1.130000E+01,1.090566E-02
1.140000E+01,1.988981E-02
