t (s),<greek>z</greek> (m)
1.000000E-01,0.000000E+00
2.000000E-01,3.687536E-06
3.000000E-01,1.960902E-05
4.000000E-01,5.501442E-05
5.000000E-01,1.170886E-04
6.000000E-01,2.129539E-04
7.000000E-01,3.496909E-04
8.000000E-01,5.343695E-04
9.000000E-01,7.740796E-04
1.000000E+00,1.075952E-03
1.100000E+00,1.447161E-03
1.200000E+00,1.894893E-03
1.300000E+00,2.426293E-03
1.400000E+00,3.048364E-03
1.500000E+00,3.767842E-03
1.600000E+00,4.591036E-03
1.700000E+00,5.523656E-03
1.800000E+00,6.570627E-03
1.900000E+00,7.735920E-03
2.000000E+00,9.022393E-03
2.100000E+00,1.043167E-02
2.200000E+00,1.196407E-02
2.300000E+00,1.361856E-02
2.400000E+00,1.539281E-02
2.500000E+00,1.728322E-02
2.600000E+00,1.928505E-02
2.700000E+00,2.139250E-02
2.800000E+00,2.359886E-02
2.900000E+00,2.589653E-02
3.000000E+00,2.827708E-02
3.100000E+00,3.073116E-02
3.200000E+00,3.324832E-02
3.300000E+00,3.581676E-02
3.400000E+00,3.842288E-02
3.500000E+00,4.105077E-02
3.600000E+00,4.368160E-02
3.700000E+00,4.629287E-02
3.800000E+00,4.885774E-02
3.900000E+00,5.134426E-02
4.000000E+00,5.371480E-02
4.100000E+00,5.592553E-02
4.200000E+00,5.792609E-02
4.300000E+00,5.965963E-02
4.400000E+00,6.106300E-02
4.500000E+00,6.206742E-02
4.600000E+00,6.259942E-02
4.700000E+00,6.258213E-02
4.800000E+00,6.193697E-02
4.900000E+00,6.058558E-02
5.000000E+00,5.845195E-02
5.100000E+00,5.546473E-02
5.200000E+00,5.155954E-02
5.300000E+00,4.668127E-02
5.400000E+00,4.078614E-02
5.500000E+00,3.384354E-02
5.600000E+00,2.583746E-02
5.700000E+00,1.676756E-02
5.800000E+00,6.649684E-03
5.900000E+00,-4.484084E-03
6.000000E+00,-1.658585E-02
6.100000E+00,-2.959280E-02
6.200000E+00,-4.342845E-02
6.300000E+00,-5.800417E-02
6.400000E+00,-7.322091E-02
6.500000E+00,-8.897093E-02
6.600000E+00,-1.051395E-01
6.700000E+00,-1.216065E-01
6.800000E+00,-1.382473E-01
6.900000E+00,-1.549344E-01
7.000000E+00,-1.715371E-01
7.100000E+00,-1.879225E-01
7.200000E+00,-2.039551E-01
7.300000E+00,-2.194966E-01
7.400000E+00,-2.344060E-01
7.500000E+00,-2.485390E-01
7.600000E+00,-2.617485E-01
7.700000E+00,-2.738851E-01
7.800000E+00,-2.847984E-01
7.900000E+00,-2.943391E-01
8.000000E+00,-3.023615E-01
8.100000E+00,-3.087273E-01
8.200000E+00,-3.133100E-01
8.300000E+00,-3.159999E-01
8.400000E+00,-3.167094E-01
8.500000E+00,-3.153792E-01
8.600000E+00,-3.119830E-01
8.700000E+00,-3.065334E-01
8.800000E+00,-2.990854E-01
8.900000E+00,-2.897394E-01
9.000000E+00,-2.786427E-01
9.100000E+00,-2.659889E-01
9.200000E+00,-2.520150E-01
9.300000E+00,-2.369969E-01
9.400000E+00,-2.212425E-01
9.500000E+00,-2.050825E-01
9.600000E+00,-1.888605E-01
9.700000E+00,-1.729207E-01
9.800000E+00,-1.575958E-01
9.900000E+00,-1.431944E-01
1.000000E+01,-1.299887E-01
1.010000E+01,-1.182037E-01
1.020000E+01,-1.080085E-01
1.030000E+01,-9.950887E-02
1.040000E+01,-9.274383E-02
1.050000E+01,-8.768454E-02
1.060000E+01,-8.423665E-02
1.070000E+01,-8.224590E-02
1.080000E+01,-8.150645E-02
1.090000E+01,-8.177193E-02
1.100000E+01,-8.276825E-02
1.110000E+01,-8.420780E-02
1.120000E+01,-8.580395E-02
1.130000E+01,-8.728525E-02
1.140000E+01,-8.840841E-02
1.150000E+01,-8.896924E-02
1.160000E+01,-8.881107E-02
1.170000E+01,-8.783000E-02
1.180000E+01,-8.597678E-02
1.190000E+01,-8.325522E-02
1.200000E+01,-7.971726E-02
1.210000E+01,-7.545508E-02
1.220000E+01,-7.059075E-02
1.230000E+01,-6.526421E-02
1.240000E+01,-5.962038E-02
1.250000E+01,-5.379623E-02
1.260000E+01,-4.790877E-02
1.270000E+01,-4.204477E-02
1.280000E+01,-3.625288E-02
1.290000E+01,-3.053873E-02
1.300000E+01,-2.486329E-02
1.310000E+01,-1.914469E-02
1.320000E+01,-1.326326E-02
1.330000E+01,-7.069368E-03
1.340000E+01,-3.937262E-04
1.350000E+01,6.940923E-03
1.360000E+01,1.510735E-02
1.370000E+01,2.426163E-02
1.380000E+01,3.453216E-02
1.390000E+01,4.601054E-02
1.400000E+01,5.874525E-02
1.410000E+01,7.273844E-02
1.420000E+01,8.794624E-02
1.430000E+01,1.042825E-01
1.440000E+01,1.216257E-01
1.450000E+01,1.398288E-01
1.460000E+01,1.587312E-01
1.470000E+01,1.781713E-01
1.480000E+01,1.980003E-01
1.490000E+01,2.180942E-01
1.500000E+01,2.383648E-01
1.510000E+01,2.587675E-01
1.520000E+01,2.793066E-01
1.530000E+01,3.000356E-01
1.540000E+01,3.210546E-01
1.550000E+01,3.425033E-01
1.560000E+01,3.645507E-01
1.570000E+01,3.873812E-01
1.580000E+01,4.111796E-01
1.590000E+01,4.361144E-01
1.600000E+01,4.623211E-01
1.610000E+01,4.898870E-01
1.620000E+01,5.188384E-01
1.630000E+01,5.491306E-01
1.640000E+01,5.806420E-01
1.650000E+01,6.131732E-01
1.660000E+01,6.464503E-01
1.670000E+01,6.801328E-01
1.680000E+01,7.138258E-01
1.690000E+01,7.470961E-01
1.700000E+01,7.794897E-01
1.710000E+01,8.105518E-01
1.720000E+01,8.398464E-01
1.730000E+01,8.669744E-01
1.740000E+01,8.915901E-01
1.750000E+01,9.134135E-01
1.760000E+01,9.322387E-01
1.770000E+01,9.479373E-01
1.780000E+01,9.604563E-01
1.790000E+01,9.698117E-01
1.800000E+01,9.760764E-01
1.810000E+01,9.793649E-01
1.820000E+01,9.798144E-01
1.830000E+01,9.775652E-01
1.840000E+01,9.727396E-01
1.850000E+01,9.654225E-01
1.860000E+01,9.556443E-01
1.870000E+01,9.433674E-01
1.880000E+01,9.284780E-01
1.890000E+01,9.107824E-01
1.900000E+01,8.900104E-01
1.910000E+01,8.658242E-01
