t (s),<greek>x</greek><sub>1</sub> (m),<greek>x</greek><sub>2</sub> (m),<greek>x</greek><sub>3</sub> (m),<greek>x</greek><sub>4</sub> (deg),<greek>x</greek><sub>5</sub> (deg),<greek>x</greek><sub>6</sub> (deg)
1.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
2.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
3.000000E-01,6.404531E-09,-2.776465E-08,-5.594268E-08,-1.407402E-08,1.997348E-08,-2.181288E-08
4.000000E-01,3.230794E-08,-1.377515E-07,-2.927875E-07,-6.820360E-08,9.924060E-08,-1.091642E-07
5.000000E-01,9.717782E-08,-4.081340E-07,-9.078967E-07,-1.951677E-07,2.933668E-07,-3.260342E-07
6.000000E-01,2.271019E-07,-9.387568E-07,-2.187265E-06,-4.285020E-07,6.730358E-07,-7.563628E-07
7.000000E-01,4.499834E-07,-1.827221E-06,-4.476677E-06,-7.832250E-07,1.306983E-06,-1.486749E-06
8.000000E-01,7.937711E-07,-3.157987E-06,-8.176991E-06,-1.241790E-06,2.254649E-06,-2.599802E-06
9.000000E-01,1.283571E-06,-4.985903E-06,-1.373241E-05,-1.736746E-06,3.556558E-06,-4.163808E-06
1.000000E+00,1.938875E-06,-7.319733E-06,-2.161646E-05,-2.132586E-06,5.224763E-06,-6.223317E-06
1.100000E+00,2.770611E-06,-1.010407E-05,-3.231667E-05,-2.207354E-06,7.233831E-06,-8.789514E-06
1.200000E+00,3.778279E-06,-1.320093E-05,-4.631743E-05,-1.634997E-06,9.512510E-06,-1.183152E-05
1.300000E+00,4.947204E-06,-1.637098E-05,-6.408163E-05,3.061568E-08,1.193641E-05,-1.526880E-05
1.400000E+00,6.246026E-06,-1.925511E-05,-8.603117E-05,3.369027E-06,1.432195E-05,-1.896516E-05
1.500000E+00,7.624533E-06,-2.135674E-05,-1.125265E-04,9.102926E-06,1.642176E-05,-2.272485E-05
1.600000E+00,9.011920E-06,-2.202532E-05,-1.438459E-04,1.810343E-05,1.792179E-05,-2.629102E-05
1.700000E+00,1.031560E-05,-2.044184E-05,-1.801644E-04,3.139015E-05,1.844029E-05,-2.934713E-05
1.800000E+00,1.142061E-05,-1.560660E-05,-2.215327E-04,5.012553E-05,1.752869E-05,-3.152137E-05
1.900000E+00,1.218977E-05,-6.329978E-06,-2.678577E-04,7.560312E-05,1.467457E-05,-3.239441E-05
2.000000E+00,1.246451E-05,8.773476E-06,-3.188829E-04,1.092296E-04,9.306634E-06,-3.151056E-05
2.100000E+00,1.206651E-05,3.128720E-05,-3.741713E-04,1.525011E-04,8.017539E-07,-2.839216E-05
2.200000E+00,1.080016E-05,6.299078E-05,-4.330901E-04,2.069739E-04,-1.150612E-05,-2.255699E-05
2.300000E+00,8.455671E-06,1.058539E-04,-4.947972E-04,2.742303E-04,-2.831521E-05,-1.353834E-05
2.400000E+00,4.812932E-06,1.620262E-04,-5.582310E-04,3.558418E-04,-5.034367E-05,-9.070318E-07
2.500000E+00,-3.540894E-07,2.338231E-04,-6.221031E-04,4.533286E-04,-7.831592E-05,1.570525E-05
2.600000E+00,-7.272484E-06,3.237072E-04,-6.848941E-04,5.681199E-04,-1.129480E-04,3.658225E-05
2.700000E+00,-1.616526E-05,4.342674E-04,-7.448527E-04,7.015132E-04,-1.549325E-04,6.190001E-05
2.800000E+00,-2.724611E-05,5.681937E-04,-7.999983E-04,8.546376E-04,-2.049226E-04,9.170547E-05
2.900000E+00,-4.071424E-05,7.282503E-04,-8.481269E-04,1.028420E-03,-2.635171E-04,1.258976E-04
3.000000E+00,-5.674959E-05,9.172467E-04,-8.868204E-04,1.223556E-03,-3.312457E-04,1.642126E-04
3.100000E+00,-7.550852E-05,1.138007E-03,-9.134589E-04,1.440488E-03,-4.085549E-04,2.062132E-04
3.200000E+00,-9.712023E-05,1.393342E-03,-9.252356E-04,1.679395E-03,-4.957967E-04,2.512837E-04
3.300000E+00,-1.216842E-04,1.686012E-03,-9.191749E-04,1.940176E-03,-5.932179E-04,2.986312E-04
